dup_id,source,connector_code,station_id,station_ref,station_name,timeseries_id,timeseries_ref,timeseries_label,pollutant,last_value,last_value_at,distance_m,lat_lon,aurn_uk_air_id,aurn_networks
DUP000143,json,openaq,16897,2659932,EEA Hartlepool St Abbs Walk - UKA00645,3062,8622299,Hartlepool St Abbs Walk - UKA00645,no2,,,0.000,54.683242 -1.203838,,
DUP000143,json,openaq,16898,2659933,EEA Hartlepool St Abbs Walk - UKA00645,3063,9909573,Hartlepool St Abbs Walk - UKA00645,no2,4.39875,2026-02-19 15:00:00+00,0.000,54.683242 -1.203838,,
DUP000143,json,uk_air_sos,939,785882,Hartlepool St Abbs Walk,,,Hartlepool St Abbs Walk-Nitrogen dioxide (air),no2,,,0.000,54.683242 -1.203838,,
DUP000143,json,uk_air_sos,7689,6881,Hartlepool St Abbs Walk,619,4582,Hartlepool St Abbs Walk-Nitrogen dioxide (air),no2,20.081,2026-02-19 19:00:00+00,0.000,54.683242 -1.203838,,
DUP000144,aurn,aurn_register,,UKA00647,Immingham Woodlands Avenue,,,,no2,,,0,53.619241 -0.213324,UKA00647,Automatic Urban and Rural Monitoring Network (AURN)
DUP000144,json,openaq,16899,2659934,EEA Immingham Woodlands Avenue - UKA00647,3064,8622214,Immingham Woodlands Avenue - UKA00647,no2,,,0.000,53.619241 -0.213324,,
DUP000144,json,openaq,16900,2659935,EEA Immingham Woodlands Avenue - UKA00647,3065,9909574,Immingham Woodlands Avenue - UKA00647,no2,19.89,2026-02-19 15:00:00+00,0.000,53.619241 -0.213324,,
DUP000144,json,uk_air_sos,1174,785885,Immingham Woodlands Avenue,,,Immingham Woodlands Avenue-Nitrogen dioxide (air),no2,,,0.000,53.619241 -0.213324,,
DUP000144,json,uk_air_sos,7690,6884,Immingham Woodlands Avenue,620,4609,Immingham Woodlands Avenue-Nitrogen dioxide (air),no2,25.819,2026-02-19 19:00:00+00,0.000,53.619241 -0.213324,,
DUP000145,aurn,aurn_register,,UKA00648,Telford Hollinswood,,,,no2,,,0,52.673471 -2.436692,UKA00648,Automatic Urban and Rural Monitoring Network (AURN)
DUP000145,json,openaq,16904,2659942,EEA Telford Hollinswood - UKA00648,3072,8622268,Telford Hollinswood - UKA00648,no2,21.61125,2026-02-19 15:00:00+00,0.000,52.673471 -2.436692,,
DUP000145,json,uk_air_sos,2323,785889,Telford Hollinswood,,,Telford Hollinswood-Nitrogen dioxide (air),no2,,,0.000,52.673471 -2.436692,,
DUP000145,json,uk_air_sos,7691,6888,Telford Hollinswood,621,4624,Telford Hollinswood-Nitrogen dioxide (air),no2,21.802,2026-02-19 19:00:00+00,0.000,52.673471 -2.436692,,
DUP000146,aurn,aurn_register,,UKA00649,Edinburgh Nicolson Street,,,,no2,,,0,55.944760 -3.183991,UKA00649,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000146,json,openaq,16896,2659930,EEA Edinburgh Nicolson Street - UKA00649,3061,8622317,Edinburgh Nicolson Street - UKA00649,no2,35.955,2026-02-19 15:00:00+00,0.000,55.944760 -3.183991,,
DUP000146,json,uk_air_sos,786,786036,Edinburgh Nicolson Street,,,Edinburgh Nicolson Street-Nitrogen dioxide (air),no2,,,0.000,55.944760 -3.183991,,
DUP000146,json,uk_air_sos,7692,7035,Edinburgh Nicolson Street,622,4652,Edinburgh Nicolson Street-Nitrogen dioxide (air),no2,33.469,2026-02-19 18:00:00+00,0.000,55.944760 -3.183991,,
DUP000147,aurn,aurn_register,,UKA00650,Swindon Walcot,,,,no2,,,0,51.558061 -1.765678,UKA00650,Automatic Urban and Rural Monitoring Network (AURN)
DUP000147,json,openaq,16903,2659940,EEA Swindon Walcot - UKA00650,3071,8622310,Swindon Walcot - UKA00650,no2,21.22875,2026-02-19 15:00:00+00,0.000,51.558061 -1.765678,,
DUP000147,json,uk_air_sos,2313,786081,Swindon Walcot,,,Swindon Walcot-Nitrogen dioxide (air),no2,,,0.000,51.558061 -1.765678,,
DUP000147,json,uk_air_sos,7698,7100,Swindon Walcot,628,4673,Swindon Walcot-Nitrogen dioxide (air),no2,25.245,2026-02-19 19:00:00+00,0.000,51.558061 -1.765678,,
DUP000148,aurn,aurn_register,,UKA00651,Portsmouth Anglesea Road,,,,no2,,,0,50.798339 -1.095558,UKA00651,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000148,json,openaq,16902,2659938,EEA Portsmouth Anglesea Road - UKA00651,3069,8622274,Portsmouth Anglesea Road - UKA00651,no2,29.07,2026-02-19 15:00:00+00,0.000,50.798339 -1.095558,,
DUP000148,json,uk_air_sos,1894,786077,Portsmouth Anglesea Road,,,Portsmouth Anglesea Road-Nitrogen dioxide (air),no2,,,0.000,50.798339 -1.095558,,
DUP000148,json,uk_air_sos,7697,7096,Portsmouth Anglesea Road,627,4668,Portsmouth Anglesea Road-Nitrogen dioxide (air),no2,-99,2026-02-19 19:00:00+00,0.000,50.798339 -1.095558,,
DUP000149,aurn,aurn_register,,UKA00652,Burton-on-Trent Horninglow,,,,no2,,,0,52.821050 -1.635718,UKA00652,Automatic Urban and Rural Monitoring Network (AURN)
DUP000149,json,openaq,16887,2659914,EEA Burton-on-Trent Horninglow - UKA00652,3050,8622277,Burton-on-Trent Horninglow - UKA00652,no2,16.83,2026-02-19 15:00:00+00,0.000,52.821050 -1.635718,,
DUP000149,json,uk_air_sos,449,786063,Burton-on-Trent Horninglow,,,Burton-on-Trent Horninglow-Nitrogen dioxide (air),no2,,,0.000,52.821050 -1.635718,,
DUP000149,json,uk_air_sos,7694,7082,Burton-on-Trent Horninglow,624,4671,Burton-on-Trent Horninglow-Nitrogen dioxide (air),no2,33.086,2026-02-19 19:00:00+00,0.000,52.821050 -1.635718,,
DUP000150,aurn,aurn_register,,UKA00653,Cardiff Newport Road,,,,no2,,,0,51.490960 -3.152305,UKA00653,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000150,json,openaq,16888,2659916,EEA Cardiff Newport Road - UKA00653,3051,8622323,Cardiff Newport Road - UKA00653,no2,12.81375,2026-02-19 15:00:00+00,0.000,51.490960 -3.152305,,
DUP000150,json,uk_air_sos,534,786066,Cardiff Newport Road,,,Cardiff Newport Road-Nitrogen dioxide (air),no2,,,0.000,51.490960 -3.152305,,
DUP000150,json,uk_air_sos,7695,7085,Cardiff Newport Road,625,4687,Cardiff Newport Road-Nitrogen dioxide (air),no2,29.07,2026-02-19 19:00:00+00,0.000,51.490960 -3.152305,,
DUP000151,aurn,aurn_register,,UKA00654,Dewsbury Ashworth Grange,,,,no2,,,0,53.693104 -1.637111,UKA00654,Automatic Urban and Rural Monitoring Network (AURN)
DUP000151,json,openaq,16892,2659924,EEA Dewsbury Ashworth Grove - UKA00654,3057,8622322,Dewsbury Ashworth Grove - UKA00654,no2,17.9775,2026-02-18 10:00:00+00,0.000,53.693104 -1.637111,,
DUP000151,json,uk_air_sos,754,786070,Dewsbury Ashworth Grange,,,Dewsbury Ashworth Grange-Nitrogen dioxide (air),no2,,,0.000,53.693104 -1.637111,,
DUP000151,json,uk_air_sos,7696,7089,Dewsbury Ashworth Grange,626,4700,Dewsbury Ashworth Grange-Nitrogen dioxide (air),no2,43.031,2026-02-19 19:00:00+00,0.000,53.693104 -1.637111,,
DUP000152,aurn,aurn_register,,UKA00655,Birmingham Ladywood,,,,no2,,,0,52.481346 -1.918235,UKA00655,Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000152,json,openaq,16883,2659908,EEA Birmingham Ladywood - UKA00655,3041,8622287,Birmingham Ladywood - UKA00655,no2,,,0.000,52.481346 -1.918235,,
DUP000152,json,openaq,16884,2659909,EEA Birmingham Ladywood - UKA00655,3044,8622638,Birmingham Ladywood - UKA00655,no2,21.42,2026-02-19 15:00:00+00,0.000,52.481346 -1.918235,,
DUP000152,json,uk_air_sos,317,786057,Birmingham Ladywood,,,Birmingham Ladywood-Nitrogen dioxide (air),no2,,,0.000,52.481346 -1.918235,,
DUP000152,json,uk_air_sos,7693,7076,Birmingham Ladywood,623,4730,Birmingham Ladywood-Nitrogen dioxide (air),no2,40.928,2026-02-19 18:00:00+00,0.000,52.481346 -1.918235,,
DUP000153,aurn,aurn_register,,UKA00656,London Honor Oak Park,,,,no2,,,0,51.449674 -0.037418,UKA00656,Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Particle Size Composition
DUP000153,json,openaq,16776,225803,EEA London Honor Oak Park - UKA00656,2670,1304885,London Honor Oak Park - UKA00656,no2,28.1,2026-02-19 17:00:00+00,0.000,51.449674 -0.037418,,
DUP000154,aurn,aurn_register,,UKA00658,West Bromwich Kenrick Park,,,,no2,,,0,52.508342 -1.986070,UKA00658,Automatic Urban and Rural Monitoring Network (AURN)
DUP000154,json,openaq,16905,2659944,EEA West Bromwich Kenrick Park - UKA00658,3073,8622290,West Bromwich Kenrick Park - UKA00658,no2,,,4.233,52.508337 -1.986008,,
DUP000154,json,openaq,16906,2659945,EEA West Bromwich Kenrick Park - UKA00658,3074,8622635,West Bromwich Kenrick Park - UKA00658,no2,26.775,2026-02-19 15:00:00+00,4.233,52.508337 -1.986008,,
DUP000154,json,uk_air_sos,2363,786292,West Bromwich Kenrick Park,,,West Bromwich Kenrick Park-Nitrogen dioxide (air),no2,,,0.000,52.508342 -1.986070,,
DUP000154,json,uk_air_sos,7703,7571,West Bromwich Kenrick Park,637,4755,West Bromwich Kenrick Park-Nitrogen dioxide (air),no2,-99,2026-02-19 18:00:00+00,0.000,52.508342 -1.986070,,
DUP000155,aurn,aurn_register,,UKA00659,Crewe Coppenhall,,,,no2,,,0,53.115941 -2.453492,UKA00659,Automatic Urban and Rural Monitoring Network (AURN)
DUP000155,json,openaq,16890,2659920,EEA Crewe Coppenhall - UKA00659,3054,8622221,Crewe Coppenhall - UKA00659,no2,15.10875,2026-02-19 15:00:00+00,0.000,53.115941 -2.453492,,
DUP000155,json,uk_air_sos,673,786376,Crewe Coppenhall,,,Crewe Coppenhall-Nitrogen dioxide (air),no2,,,0.000,53.115941 -2.453492,,
DUP000155,json,uk_air_sos,7720,7717,Crewe Coppenhall,658,4813,Crewe Coppenhall-Nitrogen dioxide (air),no2,27.349,2026-02-19 19:00:00+00,0.000,53.115941 -2.453492,,
DUP000156,aurn,aurn_register,,UKA00660,Bath A4 Roadside,,,,no2,,,0,51.390922 -2.355030,UKA00660,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network
DUP000156,json,openaq,16882,2659906,EEA Bath A4 Roadside - UKA00660,3040,8622303,Bath A4 Roadside - UKA00660,no2,26.96625,2026-02-19 15:00:00+00,0.000,51.390922 -2.355030,,
DUP000156,json,uk_air_sos,252,786297,Bath A4 Roadside,,,Bath A4 Roadside-Nitrogen dioxide (air),no2,,,0.000,51.390922 -2.355030,,
DUP000156,json,uk_air_sos,7705,7615,Bath A4 Roadside,640,4828,Bath A4 Roadside-Nitrogen dioxide (air),no2,46.474,2026-02-19 19:00:00+00,0.000,51.390922 -2.355030,,
DUP000157,aurn,aurn_register,,UKA00819,Cwmbran Crownbridge,,,,no2,,,0,51.653819 -3.006370,UKA00819,Automatic Urban and Rural Monitoring Network (AURN)
DUP000157,json,openaq,16891,2659922,EEA Cwmbran Crownbridge - UKA00819,3055,8622264,Cwmbran Crownbridge - UKA00819,no2,5.7375,2026-02-19 15:00:00+00,0.000,51.653819 -3.006370,,
DUP000157,json,uk_air_sos,679,786380,Cwmbran Crownbridge,,,Cwmbran Crownbridge-Nitrogen dioxide (air),no2,,,0.000,51.653819 -3.006370,,
DUP000157,json,uk_air_sos,7721,7804,Cwmbran Crownbridge,659,4863,Cwmbran Crownbridge-Nitrogen dioxide (air),no2,12.623,2026-02-19 19:00:00+00,0.000,51.653819 -3.006370,,
DUP000158,aurn,aurn_register,,UKA00932,Carlisle Morton A595,,,,no2,,,0,54.885823 -2.964955,UKA00932,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000158,json,uk_air_sos,538,786703,Carlisle Morton A595,,,Carlisle Morton A595-Nitrogen dioxide (air),no2,,,0.000,54.885823 -2.964955,,
DUP000158,json,uk_air_sos,7723,8129,Carlisle Morton A595,668,4869,Carlisle Morton A595-Nitrogen dioxide (air),no2,20.655,2026-02-19 19:00:00+00,0.000,54.885823 -2.964955,,
DUP000159,aurn,aurn_register,,UKA00933,Aberdeen Erroll Park,,,,no2,,,0,57.157400 -2.094770,UKA00933,Automatic Urban and Rural Monitoring Network (AURN)
DUP000159,json,uk_air_sos,1,786698,Aberdeen Erroll Park,,,Aberdeen Erroll Park-Nitrogen dioxide (air),no2,,,0.000,57.157400 -2.094770,,
DUP000159,json,uk_air_sos,7722,8124,Aberdeen Erroll Park,667,4886,Aberdeen Erroll Park-Nitrogen dioxide (air),no2,14.152,2026-02-19 19:00:00+00,0.000,57.157400 -2.094770,,
DUP000160,aurn,aurn_register,,UKA01026,Toft Newton,,,,no2,,,0,53.374133 -0.449788,UKA01026,Automatic Urban and Rural Monitoring Network (AURN)
DUP000160,json,uk_air_sos,2338,788037,Toft Newton,,,Toft Newton-Nitrogen dioxide (air),no2,,,0.000,53.374133 -0.449788,,
DUP000160,json,uk_air_sos,7649,10528,Toft Newton,532,5127,Toft Newton-Nitrogen dioxide (air),no2,5.546,2026-02-19 18:00:00+00,0.000,53.374133 -0.449788,,
DUP000161,aurn,aurn_register,,UKA01037,Hafod-yr-ynys Hill Roadside,,,,no2,,,0,51.680493 -3.133516,UKA01037,Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network
DUP000161,json,openaq,16461,2414,DEFRA Hafod-yr-ynys Roadside,1685,5079290,Hafod-yr-ynys Roadside,no2,,,9.579,51.680579 -3.133508,,
DUP000161,json,uk_air_sos,926,787423,Hafod-yr-ynys Hill Roadside,,,Hafod-yr-ynys Hill Roadside-Nitrogen dioxide (air),no2,,,0.000,51.680493 -3.133516,,
DUP000161,json,uk_air_sos,7724,9911,Hafod-yr-ynys Hill Roadside,700,5114,Hafod-yr-ynys Hill Roadside-Nitrogen dioxide (air),no2,-99,2026-02-19 19:00:00+00,0.000,51.680493 -3.133516,,
DUP000161,json,uk_air_sos,929,784139,Hafod-yr-ynys Roadside,,,Hafod-yr-ynys Roadside-Nitrogen dioxide (air),no2,,,9.579,51.680579 -3.133508,,
DUP000161,json,uk_air_sos,7657,5673,Hafod-yr-ynys Roadside,585,2396,Hafod-yr-ynys Roadside-Nitrogen dioxide (air),no2,,,9.579,51.680579 -3.133508,,
DUP000162,aurn,aurn_register,,UKA01048,Nottingham Kenmore Gardens,,,,no2,,,0,52.959441 -1.138650,UKA01048,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)
DUP000162,json,uk_air_sos,1841,788049,Nottingham Kenmore Gardens,,,Nottingham Kenmore Gardens-Nitrogen dioxide (air),no2,,,0.000,52.959441 -1.138650,,
DUP000162,json,uk_air_sos,7650,10542,Nottingham Kenmore Gardens,533,5176,Nottingham Kenmore Gardens-Nitrogen dioxide (air),no2,28.496,2026-02-19 18:00:00+00,0.000,52.959441 -1.138650,,
DUP000163,aurn,aurn_register,,UKA01062,Birmingham Hall Green,,,,no2,,,0,52.437553 -1.830956,UKA01062,Automatic Urban and Rural Monitoring Network (AURN)
DUP000163,json,uk_air_sos,311,788115,Birmingham Hall Green,,,Birmingham Hall Green-Nitrogen dioxide (air),no2,,,0.000,52.437553 -1.830956,,
DUP000163,json,uk_air_sos,7651,10637,Birmingham Hall Green,536,5230,Birmingham Hall Green-Nitrogen dioxide (air),no2,41.31,2026-02-19 18:00:00+00,0.000,52.437553 -1.830956,,
DUP000164,aurn,aurn_register,,UKA01104,London Farringdon Street,,,,no2,,,0,51.514741 -0.104522,UKA01104,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000164,json,openaq,16651,223778,london stationary Farringdon Street,2320,1296215,Farringdon Street,no2,,,0.355,51.514743 -0.104526,,
DUP000165,json,openaq,16375,147,LAQN Greenwich - Eltham,1423,233,Greenwich - Eltham,no2,,,0,51.452580 0.070766,,
DUP000165,json,uk_air_sos,1455,999,London Eltham,703,320,London Eltham-Nitrogen dioxide (air),no2,,,0.000,51.452580 0.070766,,
DUP000166,json,openaq,16379,151,LAQN Tower Hamlets - Mile End Road,1438,234,Tower Hamlets - Mile End Road,no2,23.5,2026-02-19 18:00:00+00,0,51.522529 -0.042155,,
DUP000166,json,uk_air_sos,2345,1158,Tower Hamlets Roadside,555,492,Tower Hamlets Roadside-Nitrogen dioxide (air),no2,,,0.111,51.522530 -0.042155,,
DUP000167,json,openaq,16384,156,DEFRA London Teddington,1459,250,London Teddington,no2,,,0,51.420990 -0.339647,,
DUP000167,json,uk_air_sos,1587,2738,London Teddington,,,London Teddington-Nitrogen dioxide in air,no2,,,0.000,51.420990 -0.339647,,
DUP000168,json,openaq,16388,160,DEFRA Derry,1471,262,Derry,no2,,,0,55.001225 -7.329115,,
DUP000168,json,uk_air_sos,726,855,Derry,,,Derry-Nitrogen dioxide in air,no2,,,0.000,55.001225 -7.329115,,
DUP000169,json,openaq,16389,269,DEFRA Northampton Kingsthorpe,1476,452,Northampton Kingsthorpe,no2,,,0,52.271886 -0.879898,,
DUP000169,json,uk_air_sos,1804,1063,Northampton Kingsthorpe,,,Northampton Kingsthorpe-Nitrogen dioxide in air,no2,,,0.000,52.271886 -0.879898,,
DUP000170,json,openaq,16390,337,DEFRA Birmingham Tyburn,1478,579,Birmingham Tyburn,no2,,,0,52.511722 -1.830583,,
DUP000170,json,uk_air_sos,347,772,Birmingham Tyburn,,,Birmingham Tyburn-Nitrogen dioxide in air,no2,,,0.000,52.511722 -1.830583,,
DUP000171,json,openaq,16402,800,DEFRA Aberdeen,1519,4468,Aberdeen,no2,,,0,57.157360 -2.094278,,
DUP000171,json,uk_air_sos,7,735,Aberdeen,,,Aberdeen-Nitrogen dioxide in air,no2,,,0.000,57.157360 -2.094278,,
DUP000172,json,openaq,16407,938,DEFRA Nottingham Centre,1538,3787,Nottingham Centre,no2,,,0,52.954730 -1.146447,,
DUP000172,json,uk_air_sos,1831,1054,Nottingham Centre,534,376,Nottingham Centre-Nitrogen dioxide (air),no2,,,0.000,52.954730 -1.146447,,
DUP000173,json,openaq,16412,1233,EEA Aberdeen Union Street Roadside - UKA00513,1559,2217,Aberdeen Union Street Roadside - UKA00513,no2,,,0,57.144555 -2.106472,,
DUP000173,json,uk_air_sos,16,740,Aberdeen Union Street Roadside,629,11,Aberdeen Union Street Roadside-Nitrogen dioxide (air),no2,,,0.000,57.144555 -2.106472,,
DUP000174,json,openaq,16415,1495,DEFRA Bath Roadside,1564,2642,Bath Roadside,no2,,,0,51.391127 -2.354155,,
DUP000174,json,uk_air_sos,256,756,Bath Roadside,,,Bath Roadside-Nitrogen dioxide in air,no2,,,0.000,51.391127 -2.354155,,
DUP000175,json,openaq,16424,2300,EEA Billingham - UKA00153,1589,4160,Billingham - UKA00153,no2,,,0,54.605370 -1.275039,,
DUP000175,json,uk_air_sos,292,770,Billingham,657,70,Billingham-Nitrogen dioxide (air),no2,,,0.000,54.605370 -1.275039,,
DUP000176,json,openaq,16451,2382,EEA Canterbury - UKA00424,1657,4426,Canterbury - UKA00424,no2,,,0,51.273990 1.098061,,
DUP000176,json,uk_air_sos,486,810,Canterbury,666,120,Canterbury-Nitrogen dioxide (air),no2,,,0.000,51.273990 1.098061,,
DUP000177,json,openaq,16458,2401,DEFRA Cwmbran,1680,4494,Cwmbran,no2,,,0,51.653800 -3.006953,,
DUP000177,json,uk_air_sos,683,851,Cwmbran,,,Cwmbran-Nitrogen dioxide in air,no2,,,0.000,51.653800 -3.006953,,
DUP000178,json,openaq,16470,2430,DEFRA Market Harborough,1708,4596,Market Harborough,no2,,,0,52.554444 -0.772222,,
DUP000178,json,uk_air_sos,1672,2718,Market Harborough,,,Market Harborough-Nitrogen dioxide in air,no2,,,0.000,52.554444 -0.772222,,
DUP000179,json,openaq,16485,2480,EEA Sandy Roadside - UKA00533,1753,5079293,Sandy Roadside - UKA00533,no2,,,0,52.132417 -0.300306,,
DUP000179,json,uk_air_sos,2044,1113,Sandy Roadside,546,444,Sandy Roadside-Nitrogen dioxide (air),no2,,,0.000,52.132417 -0.300306,,
DUP000180,json,openaq,16487,2486,DEFRA Carlisle Roadside,1762,4790,Carlisle Roadside,no2,,,0,54.894834 -2.945307,,
DUP000180,json,uk_air_sos,544,820,Carlisle Roadside,,,Carlisle Roadside-Nitrogen dioxide in air,no2,,,0.000,54.894834 -2.945307,,
DUP000181,json,openaq,16496,2513,DEFRA Birmingham Acocks Green,1796,4889,Birmingham Acocks Green,no2,,,0,52.437165 -1.829999,,
DUP000181,json,uk_air_sos,305,742,Birmingham Acocks Green,630,33,Birmingham Acocks Green-Nitrogen dioxide (air),no2,,,0.000,52.437165 -1.829999,,
DUP000182,json,openaq,16497,2514,DEFRA Birmingham Tyburn Roadside,1800,4896,Birmingham Tyburn Roadside,no2,,,0,52.512194 -1.830861,,
DUP000182,json,uk_air_sos,357,778,Birmingham Tyburn Roadside,,,Birmingham Tyburn Roadside-Nitrogen dioxide in air,no2,,,0.000,52.512194 -1.830861,,
DUP000183,json,openaq,16768,225793,LAQN Southwark - Elephant and Castle,2646,1304685,Southwark - Elephant and Castle,no2,,,0,51.493156 -0.101527,,
DUP000183,json,openaq,16559,223686,london stationary Brook Drive,2006,1295901,Brook Drive,no2,,,6.714,51.493213 -0.101559,,
DUP000184,json,openaq,17080,4990521,LAQN Dartford - Town Centre,3739,13537392,Dartford - Town Centre,no2,34.8,2026-02-19 18:00:00+00,0,51.442558 0.215950,,
DUP000184,json,openaq,16724,225746,LAQN Dartford Roadside 2 - Town Centre,2533,1304590,Dartford Roadside 2 - Town Centre,no2,,,20.558,51.442670 0.216186,,
DUP000185,json,openaq,16823,927171,LAQN Regent Street (The Crown Estate),2767,5111975,Regent Street (The Crown Estate),no2,50.7,2026-02-19 18:00:00+00,0,51.511315 -0.139323,,
DUP000185,json,openaq,16815,270694,LAQN Regent Street facade (The Crown Estate),2753,1561903,Regent Street facade (The Crown Estate),no2,,,20.686,51.511182 -0.139114,,
DUP000186,json,openaq,16846,2162803,EEA Dublin Tallaght Old Bawn Road,2890,13109425,Dublin Tallaght Old Bawn Road,no2,8.96,2026-02-18 10:00:00+00,0,53.280541 -6.358842,,
DUP000186,json,openaq,16854,2162812,EEA Dublin Tallaght Old Bawn Road,2913,13109128,Dublin Tallaght Old Bawn Road,no2,13.34,2026-02-18 09:00:00+00,0.000,53.280541 -6.358842,,
DUP000187,json,openaq,16847,2162804,EEA Dublin Kilmainham St. John's Road West,2894,7773538,Dublin Kilmainham St. John's Road West,no2,50.79,2026-02-19 15:00:00+00,0,53.345840 -6.294795,,
DUP000187,json,openaq,16856,2162814,EEA Dublin Kilmainham St. John's Road West,2920,8613684,Dublin Kilmainham St. John's Road West,no2,50.79,2026-02-19 15:00:00+00,0.000,53.345840 -6.294795,,
DUP000188,json,openaq,17005,3394242,LAQN Richmond Upon Thames - Richmond,3462,12151632,Richmond Upon Thames - Richmond,no2,23.7,2026-02-19 18:00:00+00,0,51.463898 -0.301685,,
DUP000188,json,openaq,17006,3394243,LAQN Richmond Upon Thames - Richmond,3465,12630851,Richmond Upon Thames - Richmond,no2,,,0.000,51.463898 -0.301685,,
DUP000189,json,openaq,17097,5738875,LAQN Kensington and Chelsea - Station Walk,3821,14084832,Kensington and Chelsea - Station Walk,no2,23.1,2026-02-19 18:00:00+00,0,51.514052 -0.216519,,
DUP000189,json,openaq,17098,5738876,LAQN Kensington and Chelsea - Station Walk,3824,14124220,Kensington and Chelsea - Station Walk,no2,,,0.969,51.514052 -0.216533,,
DUP000190,aurn,aurn_register,,UKA00259,Camden Kerbside,,,,no,,,0,51.544233 -0.175228,UKA00259,Automatic Urban and Rural Monitoring Network (AURN)
DUP000190,json,openaq,16663,223790,london stationary Finchley Road,2364,1296260,Finchley Road,no,,,0.466,51.544237 -0.175230,,
DUP000190,json,uk_air_sos,472,1223,Camden Kerbside,,,Camden Kerbside-Nitrogen monoxide (air),no,,,0.000,51.544233 -0.175228,,
DUP000191,aurn,aurn_register,,UKA01104,London Farringdon Street,,,,no,,,0,51.514741 -0.104522,UKA01104,Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network
DUP000191,json,openaq,16615,223742,london stationary Farringdon Street,2192,1296087,Farringdon Street,no,,,0.355,51.514743 -0.104526,,
DUP000192,json,openaq,16563,223690,london stationary Parkside,2016,1295913,Parkside,no,,,0,51.426126 -0.222013,,
DUP000192,json,openaq,16633,223760,london stationary Parkside,2253,1296148,Parkside,no,,,0.000,51.426126 -0.222013,,
DUP000193,json,openaq,16573,223700,london stationary Garrett Lane,2053,1295948,Garrett Lane,no,,,0,51.440399 -0.186775,,
DUP000193,json,openaq,16667,223794,london stationary Garrett Lane,2379,1296276,Garrett Lane,no,,,0.000,51.440399 -0.186775,,
DUP000194,json,openaq,16585,223712,london stationary Holloway Road,2090,1295985,Holloway Road,no,,,0,51.555387 -0.116092,,
DUP000194,json,openaq,16644,223771,london stationary Holloway Road,2295,1296192,Holloway Road,no,,,0.000,51.555387 -0.116092,,
DUP000194,json,openaq,16673,223800,london stationary Holloway Road,2402,1296297,Holloway Road,no,,,0.000,51.555387 -0.116092,,
DUP000194,json,openaq,16674,223801,london stationary Holloway Road,2406,1296301,Holloway Road,no,,,0.000,51.555387 -0.116092,,
DUP000195,json,openaq,16588,223715,london stationary Broomhill Road,2101,1295996,Broomhill Road,no,,,0,51.379382 0.100759,,
DUP000195,json,openaq,16652,223779,london stationary Broomhill Road,2322,1296217,Broomhill Road,no,,,0.000,51.379382 0.100759,,
DUP000196,json,openaq,16609,223736,london stationary Romford Road,2174,1296069,Romford Road,no,,,0,51.554615 0.058982,,
DUP000196,json,openaq,16654,223781,london stationary Romford Road,2329,1296226,Romford Road,no,,,0.000,51.554615 0.058982,,
DUP000197,aurn,aurn_register,,UKA00012,Sibton,,,,o3,,,0,52.294400 1.463497,UKA00012,Automatic Urban and Rural Monitoring Network (AURN); UKEAP: National Ammonia Monitoring Network
DUP000197,json,openaq,16427,2309,DEFRA Sibton,1593,4184,Sibton,o3,39,2026-02-19 19:00:00+00,0.000,52.294400 1.463497,,
DUP000197,json,uk_air_sos,2140,2735,Sibton,464,458,Sibton-Ozone (air),o3,33.328,2026-02-19 19:00:00+00,0.000,52.294400 1.463497,,
DUP000198,aurn,aurn_register,,UKA00128,Bush Estate,,,,o3,,,0,55.862281 -3.205782,UKA00128,Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network
DUP000198,json,uk_air_sos,465,2683,Bush Estate,452,113,Bush Estate-Ozone (air),o3,64.86,2026-02-19 19:00:00+00,0.000,55.862281 -3.205782,,
DUP000199,aurn,aurn_register,,UKA00130,Eskdalemuir,,,,o3,,,0,55.315310 -3.206111,UKA00130,Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2
DUP000199,json,uk_air_sos,831,2686,Eskdalemuir,453,200,Eskdalemuir-Ozone (air),o3,51.888,2026-02-19 19:00:00+00,0.000,55.315310 -3.206111,,
DUP000200,aurn,aurn_register,,UKA00137,Aston Hill,,,,o3,,,0,52.503850 -3.034178,UKA00137,Automatic Urban and Rural Monitoring Network (AURN)
