"UK-AIR ID","EU Site ID","EMEP Site ID","Site Name","Environment Type","Zone","Start Date","End Date","Latitude","Longitude","Northing","Easting","Altitude (m)","Networks","AURN Pollutants Measured","Site Description"
"UKA00336","GB0657A","","Glasgow Kerbside","Urban Traffic","Glasgow Urban Area","1997-03-10","","55.858940","-4.259122","665169.39","258698.50","10","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained, air-conditioned housing located on the pavement of Hope Street adjacent to Glasgow Central Station. The nearest road is subject to frequent congestion during peak traffic flow periods. The surrounding area is built up. The monitoring station is located approximately 1 metre from the kerb."
"UKA00576","GB1028A","","Glasgow Townhead","Urban Background","Glasgow Urban Area","2013-10-07","","55.865782","-4.243631","665899.13","259692.60","40","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; PAH Digitel (solid phase)","","The monitoring station is within an existing brick building located inside a residential area, which lies in the perimeter established by St Mungo's Avenue and Kennedy Street, in Glasgow's city centre. The surrounding area comprises residential houses, gardens and some businesses, in an urban environment. The M8 motorway is situated approximately 360 m to the North."
"UKA00170","GB0034R","GB0034R","Glazebury","Rural Background","North West & Merseyside","1988-04-01","","53.460080","-2.472056","396029.54","368754.53","21","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is within a self-contained, air conditioned housing located within the grounds of a local farm. The nearest road is access only to the grounds of the farm and is approximately 100 metres from the monitoring station. The nearest trees are at a distance of approximately 3 metres from the station."
"UKA01102","GB1544A","","Gloucester Tredworth","Urban Background","South West","2025-04-01","","51.849673","-2.234996","216812.60","383909.70","20","Automatic Urban and Rural Monitoring Network (AURN)","","Grass area on corner of residential road in a housing estate in the Tredworth area of Gloucester."
"UKA00420","GB0735A","","Grangemouth","Urban Industrial","Central Scotland","2001-01-01","","56.010319","-3.704399","681020.65","293829.88","4","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station located within a self contained, air conditioned housing within a public park, next to a residential area. It has an open aspect to a BP petro-chemical complex 300m to the north. The nearest road is approximately 50 metres from the station, and is a residential access road. "
"UKA00544","GB0997A","","Grangemouth Moray","Urban Industrial","Central Scotland","2009-06-01","","56.013142","-3.710833","681344.72","293436.55","4","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned unit within the car park of Moray School, Grangemouth. The closest road is approximately 10 metres away and is a minor road. The surrounding area is generally open with residential dwellings. It has an open aspect to a BP petro-chemical complex 800 metres to the East. "
"UKA00621","GB1062A","","Greenock A8 Roadside","Urban Traffic","Central Scotland","2016-05-04","","55.944079","-4.734421","675714.74","229331.50","9","Automatic Urban and Rural Monitoring Network (AURN)","","Roadside monitoring station beside the A8 (East Hamilton Street), approximately 100 m from the Cartsdyke Roundabout. The monitoring station is located approximately 2 metres from the kerb."
"UKA01037","GB1479A","","Hafod-yr-ynys Hill Roadside","Urban Traffic","South Wales","2023-10-01","","51.680493","-3.133516","198578.50","321726.30","153","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is within a self-contained air conditioned unit along the road side of A472 Hafod-yr-ynys Road, approximately 100m west of the junction with Gladstone Road and around 250 meters south of Swffryd's town centre. The surrounding area comprises some waste/agricultural lands (to the south). Approximately 380 meters to the southwest, A472 crosses with the A467 The monitoring station is located approximately 3.5 metres from the kerb."
"UKA00260","GB0637A","","Haringey Roadside","Urban Traffic","Greater London Urban Area","1996-05-16","","51.599300","-0.068218","190707.13","533893.52","12","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self contained, air conditioned housing on the kerbside on Tottenham High Road near Hampden Lane. The surrounding area is urban in nature with residential dwellings.  The monitoring station is located approximately 7.7 metres from the kerb."
"UKA01093","GB1534A","","Harrogate Woodlands","Urban Background","Yorkshire & Humberside","2025-01-23","","53.993714","-1.511011","455408.00","432156.00","101","Automatic Urban and Rural Monitoring Network (AURN)","","Small grassed area on corner of two residential roads (Fairfax Avenue and Hargrove Road), in a large housing estate in the Woodlands area of Harrogate. Residential surroundings."
"UKA00645","GB1087A","","Hartlepool St Abbs Walk","Urban Background","North East","2017-10-17","","54.683242","-1.203838","532312.00","451429.00","7","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station on grass area in housing estate, in a residential area in the eastern part of Hartlepool. We don't have any suitable pictures of this one, the only pictures we have show it surrounded by security fencing. The nearest road is 6m from the site."
"UKA00169","GB0014R","GB0014R","High Muffles","Rural Background","Yorkshire & Humberside","1987-07-16","","54.334497","-0.808820","493868.82","477552.31","267","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase); TOMPs; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is located within a self-contained, air-conditioned housing located in a clearing in a forest plantation approximately 100 metres from the nearest habitation. The nearest road is a minor rural road approximately 200 metres from the station.  The surrounding area is open and remote."
"UKA00566","GB1017A","","Honiton","Urban Background","South West","2012-06-21","","50.792287","-3.196702","99874.03","315748.63","122","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located on a small recreation ground in a residential area in the south west of the town. Site is approximately 1km south of the A30 bypass and 1.5 km southwest of the A35."
"UKA00511","GB0916A","","Horley","Suburban Industrial","South East","2007-11-21","","51.165865","-0.167734","142330.91","528206.03","57","Automatic Urban and Rural Monitoring Network (AURN); Particle Concentrations and Numbers Network","","The monitoring station is located within a self contained, air conditioned unit in a residential area approximately 1.5 kilometres from the runway at Gatwick. The nearest main road, the A23 Airport Way is over 100 metres from the station, the M23 is approximately 2.5 kilometres east. The surrounding area is open with residential dwellings. "
"UKA00450","GB0776A","","Hull Freetown","Urban Background","Kingston upon Hull","2002-11-06","","53.748780","-0.341222","429322.05","509481.95","4","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self-contained, air conditioning housing located on the northern edge of a car park which is situated on the northern edge of the city centre. The nearest road is approximately 3 metres from the station, this is a access road. The A165 is approximately 45 metres south of the monitoring station. Immediately to the east and west are landscaped areas of shrubs and saplings. To the north is a cul-de-sac with office buildings."
"UKA00600","GB1042A","","Hull Holderness Road","Urban Traffic","Kingston upon Hull","2015-01-01","","53.759013","-0.305678","430515.73","511798.47","4","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of A165 - Holderness Road, in the eastern part of Hull city. Located between Laburnum Avenue and Westcott Street. The surrounding area comprises residential houses and small shops, in an urban environment. A63 major road lies at approximately 1.3 km to the south. The monitoring station is located approximately 3.5 metres from the kerb."
"UKA00647","GB1089A","","Immingham Woodlands Avenue","Urban Background","Yorkshire & Humberside","2017-11-01","","53.619241","-0.213324","415116.00","518277.00","3","Automatic Urban and Rural Monitoring Network (AURN)","","An urban background monitoring station at the junction of Woodlands Avenue and Oaklands Road, in a residential area of Immingham, Humberside. The nearest road, Woodlands Avenue(Residential) is 8.5m from the site."
"UKA00434","GB0742A","","Inverness","Urban Traffic","Highland","2001-07-11","","57.481308","-4.241451","845668.85","265708.85","1","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned housing adjacent to a pathway connecting Telford Street (A862) and Cameron Square Inverness. The surrounding area is predominantly residential with a retail business park 250 metres away. The monitoring station is located approximately 4 metres from the kerb."
"UKA01085","GB1527A","","Kielder Water","Rural Background","North East","2024-12-18","","55.181580","-2.453170","587570.30","371239.80","140","Automatic Urban and Rural Monitoring Network (AURN)","","Rural location near the eastern edge of Kielder Water, Northumberland. Close to the River North Tyne."
"UKA00171","GB0037R","GB0037R","Ladybower","Rural Background","East Midlands","1988-07-15","","53.403370","-1.752006","389645.10","416585.32","420","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","","The monitoring station is located within a self-contained, air conditioned housing located in the Peak District National Park approximately 800 metres to the south west of Ladybower reservoir. The nearest road is for access to the nearby farm buildings only, and is approximately 20 metres from the station. The surrounding area is mainly open moor land with the nearest trees occurring within a distance of several hundred metres. "
"UKA00265","GB0643A","","Leamington Spa","Urban Background","West Midlands","1996-07-26","","52.288810","-1.533119","265733.01","431942.76","55","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained, air conditioned housing located at the rear of a three-storey Regency terrace near the town centre. The nearest road is used for access to the office and public buildings car park located nearby. The nearest urban road is approximately 50 metres from the station and is generally free flowing. There are no trees within 50 metres distance from the monitoring station. The surrounding area is generally built up with commercial and residential properties. "
"UKA00564","GB1018A","","Leamington Spa Rugby Road","Urban Traffic","West Midlands","2012-06-01","","52.294884","-1.542911","266404.37","431270.59","66","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is located on the roadside of the busy A445 road to Warwick, in a residential part of Leamington Spa adjacent to Stamford Gardens. The station is surrounded by trees. The monitoring station is located approximately 5 metres from the kerb."
"UKA00222","GB0584A","","Leeds Centre","Urban Background","West Yorkshire Urban Area","1993-01-04","","53.803780","-1.546472","434259.97","429966.54","78","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self-contained, air-conditioned housing located approximately 30 metres from a busy 4-lane inner-city road, the A660 which is subject to periodic congestion during peak periods. The location is approximately 150 metres from an urban motorway, the A58(M). The surrounding area is generally open and comprises a busy urban setting road network."
"UKA00527","GB0926A","","Leeds Headingley Kerbside","Urban Traffic","West Yorkshire Urban Area","2008-02-17","","53.819972","-1.576361","436049.33","427987.34","85","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring Station is located within a self contained, air conditioned housing on the east side of the A660 Headingley Lane. The surrounding area contains residential dwellings and commercial premises. Located between Shire Oak Road and St Michaels Road.  The monitoring station is located approximately 1 metre from the kerb."
"UKA00609","GB1051A","","Leicester A594 Roadside","Urban Traffic","Leicester Urban Area","2015-06-01","","52.638742","-1.124267","304914.90","459358.37","59","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Roadside monitoring station beside the A594 (St Matthews Way), part of Leicester's busy ring road, to the north of the city centre. Located adjacent to Crafton Street East. The monitoring station is located approximately 5 metres from the kerb."
"UKA00573","GB1026A","","Leicester University","Urban Background","Leicester Urban Area","2013-10-01","","52.619904","-1.127182","302817.07","459186.47","83","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within an existing brick building located within the grounds of Leicester University Campus. The nearest road is Welford road, 20m to the west. The surrounding area is mainly open and comprises a park, a university building, a cemetery and a parking lot, all within a 40 meter radius."
"UKA00489","GB0861A","","Leominster","Suburban Background","West Midlands","2005-07-18","","52.221593","-2.736840","258409.88","349761.46","75","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned housing within the school grounds of Minster College on the southern edge of the town. The nearest road is approximately 40 metres from the station, and is a quiet access road. The immediate area is open with the wider environment consisting of residential dwellings.  "
"UKA00486","GB0881A","GB0052R","Lerwick","Rural Background","Highland","1990-01-16","","60.139220","-1.185319","1139689.93","445350.77","80","Automatic Urban and Rural Monitoring Network (AURN); Ozone / UV","","Monitoring site in the instrument compound of the Met Office observatory near Lerwick."
"UKA00561","GB1014A","","Lincoln Canwick Road","Urban Traffic","East Midlands","2011-07-27","","53.221432","-0.534204","370378.15","497963.31","7","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained housing within the grounds of a building supplies retailer. The station is approximately  2 metres for the A15 Canwick Road, a three lane road. The surrounding area comprises of open parkland to the NE, residential housing to the SW and light industry to the north."
"UKA00247","GB0777A","","Liverpool Speke","Urban Industrial","Liverpool Urban Area","1995-11-24","","53.346330","-2.844333","383603.18","343887.26","26","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located in a corner of school grounds in a residential area of Speke. The nearest road is approximately 10 metres from the inlet, and is a quiet residential road. The A561 is approximately 140 metres from the station. The surrounding are comprises of residential properties and light industry to the north (approximately 200 metres from the station). Liverpool John Lennon Airport is located approximately 900 metres south of the monitoring station."
"UKA01095","GB1537A","","Liverpool Thirlmere Park","Urban Background","Liverpool Urban Area","2025-01-28","","53.424225","-2.960989","392367.00","336238.00","38","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA01119","GB1561A","","London A406 N Circular","Urban Traffic","Greater London Urban Area","2026-01-08","","51.614224","-0.059503","192382.70","534453.00","12","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA00238","GB0608A","","London Bexley","Suburban Background","Greater London Urban Area","1994-05-01","","51.466030","0.184806","176381.11","551858.96","13","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air conditioned housing within an urban background setting. The monitoring station is located approximately 40 metres from the nearest road, Whitenhall Lane, which is a residential road. The surrounding area is generally open and comprises residential dwellings and gardens."
"UKA00211","GB0566A","","London Bloomsbury","Urban Background","Greater London Urban Area","1992-01-23","","51.522290","-0.125889","182039.31","530118.96","20","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self-contained, air conditioned housing located within the north-east corner of a central London gardens. The gardens are generally laid to grass with many mature trees. All four sides of the gardens are surrounded by a busy 2 lane one-way road system, which is subject to frequent congestion. The nearest road lies at a distance of approximately 25 metres from the station. The area in the in the vicinity of the manifold is surrounded by small buildings (lower than height of manifold)."
"UKA01104","GB1546A","","London Farringdon Street","Urban Traffic","Greater London Urban Area","2025-05-02","","51.514741","-0.104522","181238.00","531623.00","30","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","",""
"UKA00568","GB1024A","","London Haringey Priory Park South","Urban Background","Greater London Urban Area","2012-10-26","","51.584128","-0.125254","188917.08","529986.75","37","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within the grounds of Priory park. The nearest road is approximately 20 meters from the station and is a quiet residential access road. The station is approximately 150 meters south of the A504 Priory Road. The traffic flow on Priory Road is approximately 27,000 vehicles per day. The manifold inlet is approximately 2.5 meters from the ground."
"UKA00472","GB0837A","","London Harlington","Urban Industrial","Greater London Urban Area","2004-01-01","","51.488790","-0.441614","177800.17","508295.20","35","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained air conditioned housing in the grounds of Imperial College Sports Facility in Harlington, 1 kilometre north of the Heathrow Airport perimeter road. The nearest road is a minor road located approximately 10 metres from the station. The M4 motorway is located approximately 800 metres from the station. The surrounding area is comprised of open fields and residential dwellings. "
"UKA00266","GB0642A","","London Hillingdon","Urban Background","Greater London Urban Area","1996-08-02","","51.496330","-0.460861","178610.41","506941.32","34","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained, air-conditioned housing located on an open grass area approximately 2.5 metres from the kerb of a residential road. The site is bordered on three sides by residential roads and on the fourth by the busy M4 motorway, which is approximately 30 metres from the station and above the height of the inlet. The general area is open and protected from the M4 by trees."
"UKA00656","GB1098A","","London Honor Oak Park","Urban Background","Greater London Urban Area","2018-11-27","","51.449674","-0.037418","174125.19","536472.86","30","Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Particle Size Composition","",""
"UKA00315","GB0682A","","London Marylebone Road","Urban Traffic","Greater London Urban Area","1997-01-01","","51.522530","-0.154611","182015.36","528125.76","35","Automatic Hydrocarbon Network; Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Heavy Metals; PAH Digitel (solid phase); Particle Concentrations and Numbers Network; UK Urban NO2 Network","","The monitoring station is located in a self contained air conditioned cabin on Marylebone Road opposite Madame Tussauds. The nearest road, the 6 laned A501 is approximately 1 metre from the station. The road is frequently congested. The surrounding area forms a street canyon and comprises of education buildings, tourist attractions, shops and housing."
"UKA00253","GB0620A","","London N. Kensington","Urban Background","Greater London Urban Area","1996-04-01","","51.521050","-0.213419","181749.53","524050.11","24","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","The monitoring station is located within a self contained cabin in the grounds of Sion Manning School. The nearest road, St. Charles Square, is a quiet residential road approximately 5 metres from the station. The surrounding area is mainly residential. The site is part of the London Air Quality Network and is owned and funded by the London Borough of Kensington and Chelsea."
"UKA01100","GB1542A","","London Norbury Manor School","Urban Background","Greater London Urban Area","2025-04-02","","51.410040","-0.127480","169554.00","530327.80","34","Automatic Urban and Rural Monitoring Network (AURN)","","The site is located in the playground of a Primary school in a residential area with playing fields in the surrounding area."
"UKA00572","GB1025A","","London Teddington Bushy Park","Urban Background","Greater London Urban Area","2013-08-09","","51.425286","-0.345606","170884.42","515120.12","11","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon","","Urban background monitoring station in the grounds of NPL on the border of Bushy Park, Teddington. Surrounded by parkland and residential areas."
"UKA00435","GB0743A","","London Westminster","Urban Background","Greater London Urban Area","2001-07-17","","51.494670","-0.131931","178957.15","529778.20","5","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals","","The monitoring station is located within a self contained housing in the car park of the mortuary and coroner's court. The nearest road is the B323 Horseferry Road approximately 17 metres north of the station. The surrounding area is mixed commercial and residential.  "
"UKA00166","GB0006R","GB0006R","Lough Navar","Rural Background","Northern Ireland","1987-04-02","","54.439510","-7.900328","520945.71","17627.56","130","Automatic Urban and Rural Monitoring Network (AURN); Heavy Metals; UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within an existing building on a clearing near the edge of a semi-mature forest approximately 90 metres from the nearest minor road. The surrounding area is generally open rural landscape with mature tree woodland within 25 metres of the monitoring station."
"UKA01103","GB1545A","","Loughborough Thorpe Acre","Urban Background","East Midlands","2025-05-12","","52.780359","-1.227659","320588.00","452193.00","37","Automatic Urban and Rural Monitoring Network (AURN)","","The site is located in a green space within a residential area, with an industrial estate to the north."
"UKA00152","GB0038R","GB0038R","Lullington Heath","Rural Background","South East","1986-10-04","","50.793700","0.181250","101615.71","553828.59","125","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network; UKEAP: Precip-Net; UKEAP: Rural NO2","","The monitoring station is within a self-contained, air-conditioned housing located on a high plateau surrounded by heath land. The nearest road is approximately 1.5 kilometres distance from the site. The surrounding area is open rural landscape."
"UKA00605","GB1047A","","Luton A505 Roadside","Urban Traffic","Eastern","2015-03-11","","51.892293","-0.462110","222644.00","505927.00","136","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is within a self-contained air conditioned mobile unit along the roadside of Dunstable residential road, approximately 3.2 km North-west of Luton's town centre. Located between Atherstone Road and Leicester Road. The M1 motorway lies 500 meters to the west. The surrounding area comprises residential houses, in an urban environment. The monitoring station is located approximately 3.2 metres from the kerb."
"UKA01064","GB1506A","","Maidstone Upper Stone Street","Urban Traffic","South East","2024-12-10","","51.268519","0.526348","155183.00","576337.00","24","Automatic Urban and Rural Monitoring Network (AURN)","","Grass verge beside A229 (Upper Stone Street) through Maidstone, Kent. Mixed commercial, industrial and residential surroundings."
"UKA00248","GB0613A","","Manchester Piccadilly","Urban Background","Greater Manchester Urban Area","1995-12-18","","53.481520","-2.237881","398337.36","384310.87","57","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is within a self contained air conditioned housing in the west-end of central Manchester in a pedestrianised zone approx 3 metres from (electric) tramline. The nearest major road, the A5103 Portland Street is approximately 200 metres from the station. The surrounding area is generally open with commercial property. The site can be exposed to short term pollution events related to nearby food stalls or if events occur in the square."
"UKA00617","GB1058A","","Manchester Sharston","Suburban Industrial","Greater Manchester Urban Area","2016-01-27","","53.371722","-2.238917","386122.30","384201.20","67","Automatic Urban and Rural Monitoring Network (AURN)","","Site located in a field under the north eastern approach to Manchester Airport.  Site is on the Eastern edge of Sharston, 40m from the nearest road and 1.5km from the edge of runway 23."
"UKA01050","GB1492A","","Mansfield Ladybrook","Urban Background","East Midlands","2024-09-17","","53.145302","-1.208302","361198.95","453051.00","120","Automatic Urban and Rural Monitoring Network (AURN)","","Grassed open area in a housing estate, in the Ladybrook area of Mansfield to the west of the city centre. Residential surroundings."
"UKA00220","GB0583A","","Middlesbrough","Urban Background","Teesside Urban Area","1993-01-01","","54.569297","-1.220874","519620.54","450470.86","10","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing. The site is located within the grounds of Brekon Hill Community Centre in a residential area approximately 1 kilometre south-east of Middlesbrough town centre. The nearest road is a minor road approximately 5 metres from the station. The A66 and a small fuel refinery are approximately 400 metres to the north. The surrounding area is generally residential and comprises an urban background setting with dockside industry to the north."
"UKA01051","GB1493A","","Middlewich St Michael's Way","Urban Traffic","North West & Merseyside","2024-11-13","","53.194019","-2.447951","366419.90","370169.30","30","Automatic Urban and Rural Monitoring Network (AURN)","","Verge of St Michael's Way in residential area of Middlewich, Cheshire."
"UKA00963","GB1405A","","Milton Keynes Civic Centre","Urban Background","South East","2023-03-01","","52.044076","-0.761013","239133.10","485071.30","113","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background location in gardens of Milton Keynes Civic Centre."
"UKA00323","GB0043R","GB0043R","Narberth","Rural Background","South Wales","1997-01-20","","51.782616","-4.692370","212758.15","214380.66","160","Automatic Urban and Rural Monitoring Network (AURN); UKEAP: Acid Gases & Aerosol Network; UKEAP: National Ammonia Monitoring Network","","The monitoring station is within a self-contained, air conditioned housing located at the edge of a field adjacent to a hedgerow. A quiet rural road runs to the west of the site at a distance of approximately 150 metres. The nearest main road is the B4314 at a distance of 100 metres from the site. The manifold inlet is approximately 5 metres from the nearest obstruction. The surrounding area is open and comprises fields with a small amount of light industry and farming at distances of up to 0.5 - 1.8 kilometres distance."
"UKA00213","GB0568A","","Newcastle Centre","Urban Background","Tyneside","1992-03-08","","54.978250","-1.610528","564918.47","425026.15","45","Automatic Urban and Rural Monitoring Network (AURN); Black Carbon; Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is within a self-contained, air-conditioned housing located approximately 20 metres from the B1307 and 180 metres away from a major through road of the city, the B1318 Great North Road. The surrounding area is generally open with a private car park and a grassed area in the immediate vicinity of the monitoring station. "
"UKA00528","GB0927A","","Newcastle Cradlewell Roadside","Urban Traffic","Tyneside","2008-03-10","","54.986405","-1.595362","565831.48","425991.60","42","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station is located within a self contained, air conditioned housing on the junction of the A1058 dual carriageway,   Jesmond Road and Deuchar Street. The surrounding area comprises of residential and commercial premises.  The monitoring station is located approximately 3 metres from the kerb."
"UKA00380","GB0962A","","Newport","Urban Background","South Wales","1999-01-01","","51.601203","-2.977281","189604.01","332410.02","24","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","The monitoring station is located in a self contained, air conditioned housing in the north-west corner of St Julian's School. The nearest road is the M4, with the station approximately 60 metres south of lane 1 protected by a barrier of trees. Further residential access roads surround the site. The surrounding area is urban residential. "
"UKA00632","GB1073A","","Northampton Spring Park","Urban Background","East Midlands","2017-04-01","","52.272257","-0.916605","264341.81","474021.63","88","Automatic Urban and Rural Monitoring Network (AURN)","","Urban background monitoring station on grass verge at the entrance of Spring Park, Northampton. Surroundings are residential and parkland."
"UKA00549","GB0995A","","Norwich Lakenfields","Urban Background","Eastern","2009-09-01","","52.614823","1.302686","307016.33","623683.15","36","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self D61contained, air conditioned housing approximately 400 metres to the north of the A146 and south of Norwich centre. The nearest road to the station is approximately 10 metres and is a minor road. The surrounding area is residential with some small industry. "
"UKA01092","GB1533A","","Nottingham Bilborough","Urban Background","Nottingham Urban Area","2025-01-22","","52.969102","-1.230107","341582.00","451803.00","86","Automatic Urban and Rural Monitoring Network (AURN)","","Large green area off Morden Close, Bilborough, north west Nottingham. Residential area."
"UKA01048","GB1490A","","Nottingham Kenmore Gardens","Urban Background","Nottingham Urban Area","2024-01-23","","52.959441","-1.138650","340577.10","457958.00","46","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; PAH Digitel (solid phase)","","This is an urban background monitoring station in Kenmore Gardens, a park in the St Anns area of Nottingham, to the north east of the city centre. Surroundings are mostly residential."
"UKA00618","GB1059A","","Nottingham Western Boulevard","Urban Traffic","Nottingham Urban Area","2016-03-01","","52.969377","-1.188851","341643.07","454573.36","43","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","Site located on the south east side of the A6514, approx. 1m from the kerbside. Located around 80 metres south of Haslemere Road."
"UKA00595","GB1037A","","Oldbury Birmingham Road","Urban Traffic","West Midlands Urban Area","2014-09-01","","52.502436","-2.003497","289392.88","399859.65","151","Automatic Urban and Rural Monitoring Network (AURN); UK Urban NO2 Network","","The monitoring station lies within a cargo container located along the roadside of A457 - Birmingham Road, 850m Southeast of Oldbury town centre. Located adjacent to Blakeley Hall Road. The surrounding area comprises residential houses, shops and some industry. The M5 motorways lies approximately 140 m to the North. The monitoring station is located approximately 6 metres from the kerb."
"UKA00258","GB0633A","","Oxford Centre Roadside","Urban Traffic","South East","1996-04-15","","51.751745","-1.257463","206155.28","451354.97","60","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network; UK Urban NO2 Network","","The monitoring station is within the basement of the town hall on the A428 St Aldate's, close to the centre of Oxford. The surrounding area is a popular location for tourists and comprises of urban business and commercial properties. The monitoring station is located approximately 2 metres from the kerb."
"UKA00518","GB0920A","","Oxford St Ebbes","Urban Background","South East","2008-01-01","","51.744806","-1.260278","205381.56","451168.47","58","Automatic Urban and Rural Monitoring Network (AURN); Non-Automatic Hydrocarbon Network","","The monitoring station is located within a self contained, air conditioned housing within the grounds of St Ebbe's School, White House Road. The nearest road a minor road approximately 5 metres from the station. The surrounding area comprises of open fields and residential dwellings. "
"UKA00551","GB0998A","","Peebles","Urban Background","Scottish Borders","2009-11-06","","55.657472","-3.196527","641087.92","324814.65","167","Automatic Urban and Rural Monitoring Network (AURN)","","The monitoring station is located within a self contained, air conditioned housing in the Northernmost corner of the Council office grounds, in a residential area of Peebles. The nearest road is a minor road and is within 10 metres of the station. The A703 is approximately 300 metres from the station. The surrounding area is residential in nature. "
"UKA01088","GB1530A","","Perth Glasgow Road","Urban Traffic","North East Scotland","2025-01-01","","56.388236","-3.478055","722754.00","308843.00","28","Automatic Urban and Rural Monitoring Network (AURN)","",""
"UKA01052","GB1494A","","Peterborough Garton End","Urban Background","Eastern","2024-10-01","","52.594012","-0.248945","301018.98","518709.00","13","Automatic Urban and Rural Monitoring Network (AURN)","","Grass area off Warbon Avenue, Garton End area of Peterborough. Surroundings residential."
"UKA00360","GB0687A","","Plymouth Centre","Urban Background","South West","1997-09-29","","50.371670","-4.142361","54613.65","247748.49","18","Automatic Urban and Rural Monitoring Network (AURN); PAH Digitel (solid phase)","","The monitoring station is within an existing brick building located in the main pedestrianised shopping area in the city centre. The nearest road, Royal Parade is approximately 140 metres from the station and is a busy urban dual-carriageway. The surrounding area comprises business and retail outlets in an urban environment. NB:&nbsp;From January 2026, measured pollutant concentrations may be affected by nearby building work."
