station_ref,label,station_name,station_type,station_exposure,region,longitude,latitude,service_ref,first_seen_at,last_seen_at,removed_at
RB3,Redbridge - Fullwell Cross,Redbridge - Fullwell Cross,Kerbside,,Redbridge,0.085516,51.593935,erg_laqn,,,2012-03-30 10:45:00
RB4,Redbridge - Gardner Close,Redbridge - Gardner Close,Roadside,,Redbridge,0.030858,51.57661,erg_laqn,,,2024-04-03 00:00:00
RB2,Redbridge - Ilford Broadway,Redbridge - Ilford Broadway,Kerbside,,Redbridge,0.0699915095238029,51.5583461865157,erg_laqn,,,2003-06-01 00:00:00
RB7,Redbridge - Ley Street,Redbridge - Ley Street,Urban Background,,Redbridge,0.0829074748964946,51.5694843315237,erg_laqn,,,2024-04-03 00:00:00
RB1,Redbridge - Perth Terrace,Redbridge - Perth Terrace,Urban Background,,Redbridge,0.081821,51.569221,erg_laqn,,,2014-05-13 00:00:00
RB5,Redbridge - South Woodford,Redbridge - South Woodford,Roadside,,Redbridge,0.020087,51.595851,erg_laqn,,,2012-03-30 10:45:00
CE3,Regent Street (The Crown Estate),Regent Street (The Crown Estate),Roadside,,Westminster,-0.139249367757023,51.5113771448991,erg_laqn,,,
CE1,Regent Street facade (The Crown Estate),Regent Street facade (The Crown Estate),Roadside,,Westminster,-0.139114122784456,51.5111824979787,erg_laqn,,,2023-03-01 00:00:00
RI2,Richmond Upon Thames - Barnes Wetlands,Richmond Upon Thames - Barnes Wetlands,Suburban,,Richmond,-0.230427,51.476168,erg_laqn,,,
RI1,Richmond Upon Thames - Castelnau,Richmond Upon Thames - Castelnau,Roadside,,Richmond,-0.237335,51.480189,erg_laqn,,,
RHG,Richmond Upon Thames - Chertsey Road,Richmond Upon Thames - Chertsey Road,Roadside,,Richmond,-0.341218138106469,51.4531422511004,erg_laqn,,,2020-08-06 00:00:00
RHI,Richmond Upon Thames - Richmond,Richmond Upon Thames - Richmond,Kerbside,,Richmond,-0.301685013378926,51.4638976490621,erg_laqn,,,
AZ99,Sk B Site,Sk B Site,Urban Background,,Enfield,0.0556574726512342,50.9112219333093,erg_laqn,,,
SK5,Southwark - A2 Old Kent Road,Southwark - A2 Old Kent Road,Roadside,,Southwark,-0.0595528932573422,51.4804994936467,erg_laqn,,,
SK9,Southwark - A2 Old Kent Road FIDAS,Southwark - A2 Old Kent Road FIDAS,Roadside,,Southwark,-0.0595528932573422,51.4804994936467,erg_laqn,,,2025-03-31 00:00:00
SK6,Southwark - Elephant and Castle,Southwark - Elephant and Castle,Urban Background,,Southwark,-0.101527038274853,51.4931557048667,erg_laqn,,,2025-03-31 00:00:00
SK7,Southwark - Heygate,Southwark - Heygate,Urban Background,,Southwark,-0.0985378910481832,51.4929813788003,erg_laqn,,,2015-11-11 00:00:00
SK1,Southwark - Larcom Street,Southwark - Larcom Street,Urban Background,,Southwark,-0.09661,51.490548,erg_laqn,,,2009-06-17 12:00:00
SKA,Southwark - Lower Road,Southwark - Lower Road,Roadside,,Southwark,-0.0530504472531612,51.4965604167321,erg_laqn,,,2025-03-31 00:00:00
SK2,Southwark - Old Kent Road,Southwark - Old Kent Road,Roadside,,Southwark,-0.0627176235171689,51.4819456792926,erg_laqn,,,2006-04-21 00:00:00
SKC,Southwark - South Circular Road,Southwark - South Circular Road,Roadside,,Southwark,-0.077653974,51.442633,erg_laqn,,,2025-03-31 00:00:00
SK8,Southwark - Tower Bridge Road,Southwark - Tower Bridge Road,Roadside,,Southwark,-0.0782034373606952,51.5013906712066,erg_laqn,,,2025-03-31 00:00:00
SKB,Southwark - Vicarage Grove,Southwark - Vicarage Grove,Roadside,,Southwark,-0.0877818536754426,51.4735803479615,erg_laqn,,,2025-03-31 00:00:00
ST8,Sutton - Beddington Lane,Sutton - Beddington Lane,Industrial,,Sutton,-0.136417861473301,51.3835652277943,erg_laqn,,,2020-10-16 00:00:00
ST5,Sutton - Beddington Lane north,Sutton - Beddington Lane north,Industrial,,Sutton,-0.141661524779893,51.389286904505,erg_laqn,,,2024-06-20 00:00:00
ST9,Sutton - Beddington Village,Sutton - Beddington Village,Roadside,,Sutton,-0.131948824988095,51.3712010773161,erg_laqn,,,2024-06-21 00:00:00
ST3,Sutton - Carshalton,Sutton - Carshalton,Suburban,,Sutton,-0.165936,51.365318,erg_laqn,,,2016-07-13 00:00:00
ST2,Sutton - North Cheam,Sutton - North Cheam,Urban Background,,Sutton,-0.222044077436931,51.3771892138334,erg_laqn,,,2002-05-03 00:00:00
ST1,Sutton - Robin Hood School,Sutton - Robin Hood School,Roadside,,Sutton,-0.195563,51.365744,erg_laqn,,,2002-04-26 00:00:00
ST7,Sutton - Therapia Lane,Sutton - Therapia Lane,Industrial,,Sutton,-0.136339857220486,51.3858391292126,erg_laqn,,,2012-02-10 00:00:00
ST4,Sutton - Wallington,Sutton - Wallington,Kerbside,,Sutton,-0.149723946604927,51.3586596124998,erg_laqn,,,2024-06-20 00:00:00
ST6,Sutton - Worcester Park,Sutton - Worcester Park,Kerbside,,Sutton,-0.240414,51.377923,erg_laqn,,,2024-06-20 00:00:00
TH3,Tower Hamlets - Bethnal Green,Tower Hamlets - Bethnal Green,Urban Background,,Tower Hamlets,-0.053869,51.526737,erg_laqn,,,2009-11-02 00:00:00
TH4,Tower Hamlets - Blackwall,Tower Hamlets - Blackwall,Roadside,,Tower Hamlets,-0.00841849265642741,51.5150461674013,erg_laqn,,,
CW3,Tower Hamlets - Jubilee Park,Tower Hamlets - Jubilee Park,Urban Background,,Hackney,-0.0180219908165375,51.5029878731458,erg_laqn,,,
TH7,Tower Hamlets - King Edward Memorial Park,Tower Hamlets - King Edward Memorial Park,Urban Background,,Tower Hamlets,-0.0505278232872832,51.5094228799835,erg_laqn,,,
TH2,Tower Hamlets - Mile End Road,Tower Hamlets - Mile End Road,Roadside,,Tower Hamlets,-0.0420823040635312,51.5225462561171,erg_laqn,,,
TH6,Tower Hamlets - Millwall Park,Tower Hamlets - Millwall Park,Urban Background,,Tower Hamlets,-0.0129769309432,51.4891342634,erg_laqn,,,
TH1,Tower Hamlets - Poplar,Tower Hamlets - Poplar,Urban Background,,Tower Hamlets,-0.019866,51.510012,erg_laqn,,,2013-07-02 00:00:00
TH5,Tower Hamlets - Victoria Park,Tower Hamlets - Victoria Park,Urban Background,,Tower Hamlets,-0.0331740581778178,51.5399327394691,erg_laqn,,,
WL3,Waltham Forest - Chingford,Waltham Forest - Chingford,Roadside,,Waltham Forest,-0.0225973251092037,51.6251928602333,erg_laqn,,,2007-04-18 00:00:00
WL4,Waltham Forest - Crooked Billet,Waltham Forest - Crooked Billet,Kerbside,,Waltham Forest,-0.016498263136,51.601718495597,erg_laqn,,,2011-04-01 00:00:00
WL1,Waltham Forest - Dawlish Road,Waltham Forest - Dawlish Road,Urban Background,,Waltham Forest,-0.004891,51.562422,erg_laqn,,,2011-04-01 00:00:00
WL5,Waltham Forest - Leyton,Waltham Forest - Leyton,Roadside,,Waltham Forest,-0.013629679065,51.556257676576,erg_laqn,,,2011-04-01 00:00:00
WL2,Waltham Forest - Mobile,Waltham Forest - Mobile,Roadside,,Waltham Forest,0.00399595335237289,51.564725703428,erg_laqn,,,2001-10-12 11:00:00
WAA,Wandsworth - Battersea,Wandsworth - Battersea,Roadside,,Wandsworth,-0.141786953606306,51.4794395281222,erg_laqn,,,
WA1,Wandsworth - Garratt Lane,Wandsworth - Garratt Lane,Roadside,,Wandsworth,-0.193003999857021,51.4548722085,erg_laqn,,,1996-02-26 00:00:00
WA4,Wandsworth - High Street,Wandsworth - High Street,Roadside,,Wandsworth,-0.191157408342927,51.4564354037312,erg_laqn,,,2007-08-30 08:45:00
WA9,Wandsworth - Putney,Wandsworth - Putney,Urban Background,,Wandsworth,-0.215824580947572,51.4650325059122,erg_laqn,,,
WA7,Wandsworth - Putney High Street,Wandsworth - Putney High Street,Kerbside,,Wandsworth,-0.215871,51.463429,erg_laqn,,,
WA8,Wandsworth - Putney High Street Facade,Wandsworth - Putney High Street Facade,Roadside,,Wandsworth,-0.215890144123119,51.4637206047191,erg_laqn,,,2024-01-25 00:00:00
WA3,Wandsworth - Roehampton,Wandsworth - Roehampton,Rural,,Wandsworth,-0.245562490498382,51.4569204685076,erg_laqn,,,2000-11-24 13:45:00
WA6,Wandsworth - Tooting,Wandsworth - Tooting,Roadside,,Wandsworth,-0.164452,51.425284,erg_laqn,,,2009-08-28 13:30:00
WAB,Wandsworth - Tooting High Street,Wandsworth - Tooting High Street,Roadside,,Wandsworth,-0.166524,51.429331,erg_laqn,,,
WA2,Wandsworth - Wandsworth Town Hall,Wandsworth - Wandsworth Town Hall,Urban Background,,Wandsworth,-0.191074,51.456962,erg_laqn,,,2024-01-24 00:00:00
CE2,Waterloo Place (The Crown Estate),Waterloo Place (The Crown Estate),Roadside,,Westminster,-0.133068372704093,51.5075819137762,erg_laqn,,,
BP0,Westminster - Bridge Place,Westminster - Bridge Place,Urban Background,,Westminster,-0.143808451030166,51.4938505656999,erg_laqn,,,1999-11-21 13:45:00
WMA,Westminster - Buckingham Palace Road,Westminster - Buckingham Palace Road,Roadside,,Westminster,-0.147391757027028,51.4932327916861,erg_laqn,,,2020-04-27 10:00:00
WMC,Westminster - Cavendish Square,Westminster - Cavendish Square,Roadside,,Westminster,-0.145657269364411,51.5168016452062,erg_laqn,,,2023-06-08 00:00:00
WM4,Westminster - Charing Cross Library,Westminster - Charing Cross Library,Roadside,,Westminster,-0.128177,51.510205,erg_laqn,,,2011-01-11 00:00:00
WM5,Westminster - Covent Garden,Westminster - Covent Garden,Urban Background,,Westminster,-0.12162720332856,51.5119769825798,erg_laqn,,,
GV2,Westminster - Duke Street (Grosvenor),Westminster - Duke Street (Grosvenor),Roadside,,Westminster,-0.150913488159214,51.5129998832095,erg_laqn,,,2024-01-08 00:00:00
GV1,Westminster - Ebury Street (Grosvenor),Westminster - Ebury Street (Grosvenor),Roadside,,Westminster,-0.149906,51.493492,erg_laqn,,,2023-11-15 00:00:00
WMD,Westminster - Elizabeth Bridge,Westminster - Elizabeth Bridge,Roadside,,Westminster,-0.147114752900186,51.4922482333024,erg_laqn,,,
WM0,Westminster - Horseferry Road,Westminster - Horseferry Road,Urban Background,,Westminster,-0.131938,51.494681,erg_laqn,,,
MY1,Westminster - Marylebone Road,Westminster - Marylebone Road,Kerbside,,Westminster,-0.15459,51.52254,erg_laqn,,,
MY7,Westminster - Marylebone Road FDMS,Westminster - Marylebone Road FDMS,Kerbside,,Westminster,-0.15459,51.52254,erg_laqn,,,2021-12-21 08:00:00
WM6,Westminster - Oxford Street,Westminster - Oxford Street,Kerbside,,Westminster,-0.152792701881935,51.5139287404213,erg_laqn,,,
WMZ,Westminster - Oxford Street 2,Westminster - Oxford Street 2,Kerbside,,Westminster,-0.152792701881935,51.5139287404213,erg_laqn,,,2016-09-08 00:00:00
WMB,Westminster - Oxford Street East,Westminster - Oxford Street East,Roadside,,Westminster,-0.13516388,51.516066,erg_laqn,,,2023-06-08 00:00:00
WME,Westminster - Queens Park Gardens,Westminster - Queens Park Gardens,Urban Background,,Westminster,-0.20875365618309,51.5286629697555,erg_laqn,,,
NB1,Westminster - Strand (Northbank BID),Westminster - Strand (Northbank BID),Roadside,,Westminster,-0.116713103528546,51.5119701188277,erg_laqn,,,2023-08-12 00:00:00
WM8,Westminster - Victoria,Westminster - Victoria,Urban Background,,Westminster,-0.142438820740121,51.497066177578,erg_laqn,,,2016-04-04 00:00:00
WM9,Westminster - Victoria (Victoria BID),Westminster - Victoria (Victoria BID),Roadside,,Westminster,-0.14424140916201,51.4977331829735,erg_laqn,,,2017-09-20 00:00:00
VS1,Westminster - Victoria Street,Westminster - Victoria Street,Kerbside,,Westminster,-0.131285173980659,51.4992450135925,erg_laqn,,,2008-04-01 00:00:00
