Hourly data from Defra on 12/08/2025 23:59:18
Site Name,Bristol St Paul's
Site Type,Urban Background
Region,South West
Latitude,51.462839
Longitude,-2.584482
Notes:,[1] All Data GMT hour ending;  [2] Some shorthand is used V = Verified P = Provisionally Verified N = Not Verified S = Suspect [3] Unit of measurement (for pollutants) = ugm-3
Date,Time,Nitrogen dioxide,Status,Ozone,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status
2025-02-14,08:00:00,15.05555,V,57.02713,V,23.189,V,11,V
2025-02-14,09:00:00,15.49716,V,58.62369,V,26.087,V,14,V
2025-02-14,10:00:00,15.90917,V,58.07487,V,28.986,V,21,V
2025-02-14,11:00:00,16.77479,V,58.40749,V,32.851,V,17,V
2025-02-14,12:00:00,17.42161,V,no data,V,26.087,V,19,V
2025-02-14,13:00:00,17.61521,V,no data,V,27.054,V,17,V
2025-02-14,14:00:00,19.17005,V,no data,V,27.054,V,18,V
2025-02-14,15:00:00,20.80809,V,no data,V,27.054,V,19,V
2025-02-14,16:00:00,26.01541,V,no data,V,28.02,V,19,V
2025-02-14,17:00:00,31.10113,V,no data,V,27.054,V,24,V
2025-02-14,18:00:00,28.89507,V,no data,V,27.054,V,24,V
2025-02-14,19:00:00,28.16506,V,no data,V,35.749,V,28,V
2025-02-14,20:00:00,27.86025,V,no data,V,37.682,V,32,V
2025-02-14,21:00:00,25.20899,V,no data,V,41.547,V,31,V
2025-02-14,22:00:00,25.05778,V,no data,V,36.716,V,36,V
2025-02-14,23:00:00,27.01263,V,no data,V,38.648,V,33,V
2025-02-15,00:00:00,24.29022,V,no data,V,48.31,V,31,V
2025-02-15,01:00:00,25.68758,V,no data,V,40.58,V,33,V
2025-02-15,02:00:00,23.02829,V,no data,V,39.614,V,30,V
2025-02-15,03:00:00,24.58425,V,no data,V,44.445,V,30,V
2025-02-15,04:00:00,25.38409,V,no data,V,35.749,V,29,V
2025-02-15,05:00:00,30.61653,V,no data,V,31.885,V,24,V
2025-02-15,06:00:00,40.42816,V,no data,V,34.783,V,23,V
2025-02-15,07:00:00,40.85127,V,no data,V,29.952,V,23,V
2025-02-15,08:00:00,25.03183,V,no data,V,26.087,V,25,V
2025-02-15,09:00:00,23.86419,V,no data,V,26.087,V,22,V
2025-02-15,10:00:00,28.7071,V,no data,V,27.054,V,18,V
2025-02-15,11:00:00,24.13306,V,no data,V,24.155,V,20,V
2025-02-15,12:00:00,20.28295,V,no data,V,26.087,V,19,V
2025-02-15,13:00:00,21.90066,V,no data,V,24.155,V,16,V
2025-02-15,14:00:00,24.34131,V,no data,V,21.256,V,17,V
2025-02-15,15:00:00,26.20591,V,no data,V,23.189,V,17,V
2025-02-15,16:00:00,29.20724,V,no data,V,22.223,V,19,V
2025-02-15,17:00:00,46.70613,V,no data,V,30.918,V,22,V
2025-02-15,18:00:00,55.4724,V,no data,V,26.087,V,22,V
2025-02-15,19:00:00,33.78385,V,no data,V,32.851,V,21,V
2025-02-15,20:00:00,31.22479,V,no data,V,32.851,V,25,V
2025-02-15,21:00:00,37.14517,V,no data,V,32.851,V,23,V
2025-02-15,22:00:00,33.2437,V,no data,V,26.087,V,23,V
2025-02-15,23:00:00,26.34598,V,no data,V,31.885,V,24,V
2025-02-16,00:00:00,21.40373,V,no data,V,32.851,V,25,V
2025-02-16,01:00:00,14.89817,V,no data,V,29.952,V,21,V
2025-02-16,02:00:00,13.43716,V,no data,V,31.885,V,23,V
2025-02-16,03:00:00,12.63097,V,no data,V,26.087,V,23,V
2025-02-16,04:00:00,13.14912,V,no data,V,28.986,V,19,V
2025-02-16,05:00:00,12.13347,V,no data,V,28.02,V,22,V
2025-02-16,06:00:00,12.13072,V,no data,V,27.054,V,26,V
2025-02-16,07:00:00,14.40251,V,no data,V,29.952,V,24,V
2025-02-16,08:00:00,14.86897,V,no data,V,30.918,V,23,V
2025-02-16,09:00:00,15.15487,V,no data,V,32.851,V,25,V
2025-02-16,10:00:00,16.56604,V,no data,V,35.749,V,26,V
2025-02-16,11:00:00,16.86097,V,no data,V,23.189,V,23,V
2025-02-16,12:00:00,16.25323,V,no data,V,24.155,V,16,V
2025-02-16,13:00:00,16.90164,V,no data,V,21.256,V,16,V
2025-02-16,14:00:00,16.79003,V,no data,V,23.189,V,14,V
2025-02-16,15:00:00,17.65064,V,no data,V,22.223,V,18,V
2025-02-16,16:00:00,19.67781,V,no data,V,18.358,V,14,V
2025-02-16,17:00:00,28.86494,V,no data,V,26.087,V,15,V
2025-02-16,18:00:00,31.77826,V,no data,V,26.087,V,19,V
2025-02-16,19:00:00,29.15711,V,no data,V,29.952,V,25,V
2025-02-16,20:00:00,23.96789,V,no data,V,29.952,V,26,V
2025-02-16,21:00:00,21.5741,V,no data,V,27.054,V,16,V
2025-02-16,22:00:00,26.09153,V,no data,V,26.087,V,17,V
2025-02-16,23:00:00,20.03481,V,no data,V,24.155,V,20,V
2025-02-17,00:00:00,20.26696,V,no data,V,24.155,V,20,V
2025-02-17,01:00:00,17.50705,V,no data,V,24.155,V,18,V
2025-02-17,02:00:00,16.96013,V,no data,V,28.02,V,23,V
2025-02-17,03:00:00,15.30551,V,no data,V,27.054,V,24,V
2025-02-17,04:00:00,16.46294,V,no data,V,27.054,V,22,V
2025-02-17,05:00:00,17.17511,V,no data,V,32.851,V,25,V
2025-02-17,06:00:00,22.22161,V,no data,V,28.986,V,24,V
2025-02-17,07:00:00,28.54335,V,no data,V,28.986,V,26,V
2025-02-17,08:00:00,31.28456,V,no data,V,36.716,V,23,V
2025-02-17,09:00:00,30.49639,V,no data,V,31.885,V,25,V
2025-02-17,10:00:00,28.5135,V,no data,V,30.918,V,20,V
2025-02-17,11:00:00,no data,V,no data,V,no data,V,no data,V
2025-02-17,12:00:00,no data,V,no data,V,28.02,V,20,V
2025-02-17,13:00:00,no data,V,no data,V,27.054,V,17,V
2025-02-17,14:00:00,no data,V,47.032,V,27.054,V,20,V
2025-02-17,15:00:00,no data,V,46.35013,V,26.087,V,18,V
2025-02-17,16:00:00,no data,V,43.00734,V,27.054,V,24,V
2025-02-17,17:00:00,no data,V,32.92905,V,28.986,V,23,V
2025-02-17,18:00:00,no data,V,24.44733,V,37.682,V,28,V
2025-02-17,19:00:00,no data,V,38.21766,V,26.087,V,22,V
2025-02-17,20:00:00,no data,V,48.94454,V,24.155,V,21,V
2025-02-17,21:00:00,no data,V,49.44347,V,29.952,V,17,V
2025-02-17,22:00:00,no data,V,54.68218,V,18.358,V,15,V
2025-02-17,23:00:00,no data,V,52.18756,V,19.324,V,13,V
2025-02-18,00:00:00,no data,V,48.69508,V,34.783,V,17,V
2025-02-18,01:00:00,no data,V,47.36461,V,27.054,V,22,V
2025-02-18,02:00:00,no data,V,45.75142,V,31.885,V,24,V
2025-02-18,03:00:00,no data,V,42.00949,V,25.121,V,22,V
2025-02-18,04:00:00,no data,V,38.5669,V,26.087,V,22,V
2025-02-18,05:00:00,no data,V,31.13292,V,36.716,V,23,V
2025-02-18,06:00:00,no data,V,24.89636,V,39.614,V,28,V
2025-02-18,07:00:00,no data,V,12.72259,V,40.58,V,31,V
2025-02-18,08:00:00,no data,V,12.6727,V,45.411,V,34,V
2025-02-18,09:00:00,no data,V,20.55571,V,51.209,V,32,V
2025-02-18,10:00:00,no data,V,38.16776,V,39.614,V,27,V
2025-02-18,11:00:00,no data,V,48.04648,V,28.02,V,26,V
2025-02-18,12:00:00,no data,V,50.39143,V,24.155,V,18,V
2025-02-18,13:00:00,no data,V,50.5411,V,31.885,V,25,V
2025-02-18,14:00:00,no data,V,52.73637,V,31.885,V,19,V
2025-02-18,15:00:00,no data,V,52.18756,V,30.918,V,19,V
2025-02-18,16:00:00,no data,V,55.92949,V,28.02,V,18,V
2025-02-18,17:00:00,no data,V,47.49766,V,31.885,V,24,V
2025-02-18,18:00:00,no data,V,49.04433,V,33.817,V,21,V
2025-02-18,19:00:00,no data,V,49.19401,V,27.054,V,19,V
2025-02-18,20:00:00,no data,V,54.28304,V,26.087,V,16,V
2025-02-18,21:00:00,no data,V,51.28949,V,31.885,V,24,V
2025-02-18,22:00:00,no data,V,47.19831,V,36.716,V,27,V
2025-02-18,23:00:00,no data,V,48.5953,V,34.783,V,30,V
2025-02-19,00:00:00,no data,V,48.69508,V,31.885,V,no data,V
2025-02-19,01:00:00,no data,V,48.96117,V,30.918,V,no data,V
2025-02-19,02:00:00,no data,V,47.59745,V,28.02,V,26,V
2025-02-19,03:00:00,no data,V,46.5497,V,29.952,V,22,V
2025-02-19,04:00:00,no data,V,43.00734,V,33.817,V,22,V
2025-02-19,05:00:00,no data,V,36.6211,V,26.087,V,26,V
2025-02-19,06:00:00,no data,V,27.39098,V,38.648,V,22,V
2025-02-19,07:00:00,no data,V,23.24991,V,32.851,V,28,V
2025-02-19,08:00:00,no data,V,22.45163,V,33.817,V,23,V
2025-02-19,09:00:00,no data,V,22.10238,V,38.648,V,28,V
2025-02-19,10:00:00,no data,V,19.90711,V,44.445,V,33,V
2025-02-19,11:00:00,no data,V,20.75528,V,37.682,V,21,V
2025-02-19,12:00:00,no data,V,23.59915,V,40.58,V,26,V
2025-02-19,13:00:00,no data,V,24.24776,V,33.817,V,25,V
2025-02-19,14:00:00,no data,V,17.01334,V,38.648,V,30,V
2025-02-19,15:00:00,no data,V,23.84862,V,35.749,V,26,V
2025-02-19,16:00:00,no data,V,28.28905,V,39.614,V,25,V
2025-02-19,17:00:00,no data,V,28.88776,V,34.783,V,21,V
2025-02-19,18:00:00,no data,V,28.28905,V,35.749,V,23,V
2025-02-19,19:00:00,no data,V,23.44948,V,28.986,V,23,V
2025-02-19,20:00:00,no data,V,43.30669,V,18.358,V,14,V
2025-02-19,21:00:00,no data,V,58.92304,V,16.425,V,9,V
2025-02-19,22:00:00,no data,V,66.95574,V,5.797,V,2,V
2025-02-19,23:00:00,no data,V,69.2009,V,3.865,V,-2,V
2025-02-20,00:00:00,no data,V,65.72505,V,14.493,V,6,V
2025-02-20,01:00:00,no data,V,75.17137,V,9.662,V,5,V
2025-02-20,02:00:00,no data,V,73.09251,V,4.831,V,2,V
2025-02-20,03:00:00,no data,V,72.74327,V,1.932,V,2,V
2025-02-20,04:00:00,no data,V,69.35058,V,5.797,V,4,V
2025-02-20,05:00:00,no data,V,61.26799,V,5.797,V,3,V
2025-02-20,06:00:00,no data,V,59.97079,V,6.763,V,2,V
2025-02-20,07:00:00,no data,V,60.5695,V,10.628,V,2,V
2025-02-20,08:00:00,no data,V,64.31143,V,6.763,V,1,V
2025-02-20,09:00:00,no data,V,69.50025,V,6.763,V,0,V
2025-02-20,10:00:00,no data,V,63.11401,V,6.763,V,1,V
2025-02-20,11:00:00,no data,V,66.00778,V,4.831,V,1,V
2025-02-20,12:00:00,no data,V,68.30283,V,5.797,V,0,V
2025-02-20,13:00:00,no data,V,70.79746,V,9.662,V,2,V
2025-02-20,14:00:00,no data,V,69.45036,V,7.73,V,3,V
2025-02-20,15:00:00,no data,V,67.75402,V,4.831,V,1,V
2025-02-20,16:00:00,no data,V,61.76692,V,4.831,V,1,V
2025-02-20,17:00:00,no data,V,54.38283,V,7.73,V,4,V
2025-02-20,18:00:00,no data,V,45.45207,V,8.696,V,4,V
2025-02-20,19:00:00,no data,V,43.40648,V,12.561,V,4,V
2025-02-20,20:00:00,no data,V,46.44992,V,13.527,V,6,V
2025-02-20,21:00:00,no data,V,40.76217,V,15.459,V,7,V
2025-02-20,22:00:00,no data,V,56.02928,V,17.392,V,6,V
2025-02-20,23:00:00,no data,V,67.25509,V,6.763,V,3,V
2025-02-21,00:00:00,no data,V,64.12849,V,3.865,V,1,V
2025-02-21,01:00:00,no data,V,67.38814,V,3.865,V,1,V
2025-02-21,02:00:00,no data,V,69.79961,V,2.899,V,-1,V
2025-02-21,03:00:00,no data,V,71.04692,V,0.966,V,-2,V
2025-02-21,04:00:00,no data,V,71.04692,V,2.899,V,-1,V
2025-02-21,05:00:00,no data,V,62.61509,V,7.73,V,1,V
2025-02-21,06:00:00,no data,V,60.22025,V,12.561,V,7,V
2025-02-21,07:00:00,no data,V,63.76262,V,16.425,V,7,V
2025-02-21,08:00:00,no data,V,65.60864,V,11.594,V,7,V
2025-02-21,09:00:00,no data,V,66.20735,V,9.662,V,6,V
2025-02-21,10:00:00,no data,V,61.41767,V,20.29,V,7,V
2025-02-21,11:00:00,no data,V,58.27444,V,20.29,V,8,V
2025-02-21,12:00:00,no data,V,57.12691,V,18.358,V,5,V
2025-02-21,13:00:00,no data,V,59.42197,V,18.358,V,9,V
2025-02-21,14:00:00,no data,V,67.50455,V,19.324,V,8,V
2025-02-21,15:00:00,no data,V,68.30283,V,17.392,V,6,V
2025-02-21,16:00:00,no data,V,60.5196,V,12.561,V,10,V
2025-02-21,17:00:00,no data,V,61.8667,V,19.324,V,12,V
2025-02-21,18:00:00,no data,V,70.19875,V,26.087,V,11,V
2025-02-21,19:00:00,no data,V,75.68692,V,17.392,V,9,V
2025-02-21,20:00:00,no data,V,75.188,V,27.054,V,6,V
2025-02-21,21:00:00,no data,V,66.35703,V,22.223,V,15,V
2025-02-21,22:00:00,no data,V,53.08562,V,20.29,V,11,V
2025-02-21,23:00:00,no data,V,70.4981,V,24.155,V,7,V
2025-02-22,00:00:00,no data,V,71.31301,V,22.223,V,8,V
2025-02-22,01:00:00,no data,V,67.98685,V,23.189,V,7,V
2025-02-22,02:00:00,no data,V,67.35488,V,19.324,V,9,V
2025-02-22,03:00:00,no data,V,57.92519,V,20.29,V,7,V
2025-02-22,04:00:00,no data,V,52.43702,V,18.358,V,6,V
2025-02-22,05:00:00,no data,V,45.80132,V,17.392,V,5,V
2025-02-22,06:00:00,no data,V,51.73852,V,18.358,V,5,V
2025-02-22,07:00:00,no data,V,13.82022,V,22.223,V,7,V
2025-02-22,08:00:00,no data,V,24.74668,V,22.223,V,7,V
2025-02-22,09:00:00,no data,V,56.92734,V,17.392,V,6,V
2025-02-22,10:00:00,no data,V,70.4981,V,27.054,V,8,V
2025-02-22,11:00:00,no data,V,78.23144,V,27.054,V,6,V
2025-02-22,12:00:00,no data,V,83.71962,V,26.087,V,9,V
2025-02-22,13:00:00,no data,V,85.61553,V,38.648,V,8,V
2025-02-22,14:00:00,no data,V,85.71532,V,18.358,V,5,V
2025-02-22,15:00:00,no data,V,84.06886,V,20.29,V,2,V
2025-02-22,16:00:00,no data,V,79.92779,V,24.155,V,5,V
2025-02-22,17:00:00,no data,V,69.50025,V,20.29,V,7,V
2025-02-22,18:00:00,no data,V,55.92949,V,28.986,V,6,V
2025-02-22,19:00:00,no data,V,45.35228,V,33.817,V,12,V
2025-02-22,20:00:00,no data,V,9.08044,V,41.547,V,14,V
2025-02-22,21:00:00,no data,V,11.87442,V,31.885,V,15,V
2025-02-22,22:00:00,no data,V,35.274,V,20.29,V,9,V
2025-02-22,23:00:00,no data,V,6.98495,V,28.986,V,12,V
2025-02-23,00:00:00,no data,V,45.10282,V,15.459,V,10,V
2025-02-23,01:00:00,no data,V,67.18857,V,18.358,V,8,V
2025-02-23,02:00:00,no data,V,64.46111,V,12.561,V,4,V
2025-02-23,03:00:00,no data,V,66.40692,V,13.527,V,7,V
2025-02-23,04:00:00,no data,V,71.49595,V,15.459,V,6,V
2025-02-23,05:00:00,no data,V,69.79961,V,18.358,V,3,V
2025-02-23,06:00:00,no data,V,67.80391,V,18.358,V,5,V
2025-02-23,07:00:00,no data,V,66.95574,V,25.121,V,5,V
2025-02-23,08:00:00,no data,V,69.35058,V,19.324,V,4,V
2025-02-23,09:00:00,no data,V,68.35273,V,17.392,V,4,V
2025-02-23,10:00:00,no data,V,74.5394,V,14.493,V,5,V
2025-02-23,11:00:00,no data,V,73.09251,V,10.628,V,7,V
2025-02-23,12:00:00,no data,V,75.98628,V,13.527,V,6,V
2025-02-23,13:00:00,no data,V,75.53725,V,13.527,V,6,V
2025-02-23,14:00:00,no data,V,75.88649,V,9.662,V,3,V
2025-02-23,15:00:00,no data,V,72.94284,V,10.628,V,2,V
2025-02-23,16:00:00,no data,V,80.37682,V,9.662,V,3,V
2025-02-23,17:00:00,no data,V,79.22929,V,5.797,V,2,V
2025-02-23,18:00:00,no data,V,79.87789,V,5.797,V,3,V
2025-02-23,19:00:00,no data,V,77.43316,V,6.763,V,2,V
2025-02-23,20:00:00,no data,V,78.63058,V,7.73,V,0,V
2025-02-23,21:00:00,no data,V,83.47015,V,5.797,V,2,V
2025-02-23,22:00:00,no data,V,88.95833,V,8.696,V,4,V
2025-02-23,23:00:00,no data,V,82.37252,V,7.73,V,4,V
2025-02-24,00:00:00,no data,V,85.01682,V,5.797,V,2,V
2025-02-24,01:00:00,no data,V,87.47818,V,10.628,V,0,V
2025-02-24,02:00:00,no data,V,84.11876,V,6.763,V,0,V
2025-02-24,03:00:00,no data,V,85.8151,V,4.831,V,-1,V
2025-02-24,04:00:00,no data,V,87.11231,V,10.628,V,-1,V
2025-02-24,05:00:00,no data,V,87.11231,V,7.73,V,1,V
2025-02-24,06:00:00,no data,V,79.37897,V,6.763,V,1,V
2025-02-24,07:00:00,no data,V,66.80606,V,2.899,V,2,V
2025-02-24,08:00:00,no data,V,62.26584,V,14.493,V,6,V
2025-02-24,09:00:00,no data,V,67.80391,V,9.662,V,5,V
2025-02-24,10:00:00,no data,V,74.83875,V,15.459,V,3,V
2025-02-24,11:00:00,no data,V,86.01467,V,18.358,V,4,V
2025-02-24,12:00:00,no data,V,91.20349,V,23.189,V,6,V
2025-02-24,13:00:00,no data,V,93.1493,V,22.223,V,6,V
2025-02-24,14:00:00,no data,V,92.5007,V,20.29,V,6,V
2025-02-24,15:00:00,no data,V,91.1536,V,22.223,V,6,V
2025-02-24,16:00:00,no data,V,83.66972,V,20.29,V,7,V
2025-02-24,17:00:00,no data,V,75.03832,V,26.087,V,7,V
2025-02-24,18:00:00,no data,V,58.42412,V,19.324,V,9,V
2025-02-24,19:00:00,no data,V,33.62755,V,28.02,V,10,V
2025-02-24,20:00:00,no data,V,59.47186,V,19.324,V,8,V
2025-02-24,21:00:00,no data,V,64.76047,V,17.392,V,5,V
2025-02-24,22:00:00,no data,V,45.20261,V,20.29,V,4,V
2025-02-24,23:00:00,no data,V,48.44562,V,26.087,V,9,V
2025-02-25,00:00:00,no data,V,60.80233,V,20.29,V,6,V
2025-02-25,01:00:00,no data,V,80.49323,V,17.392,V,2,V
2025-02-25,02:00:00,no data,V,81.27488,V,9.662,V,1,V
2025-02-25,03:00:00,no data,V,74.5394,V,15.459,V,0,V
2025-02-25,04:00:00,no data,V,66.85595,V,11.594,V,2,V
2025-02-25,05:00:00,no data,V,65.65853,V,18.358,V,4,V
2025-02-25,06:00:00,no data,V,71.14671,V,19.324,V,5,V
2025-02-25,07:00:00,no data,V,55.68003,V,19.324,V,5,V
2025-02-25,08:00:00,no data,V,56.27874,V,18.358,V,7,V
2025-02-25,09:00:00,no data,V,68.75187,V,21.256,V,7,V
2025-02-25,10:00:00,no data,V,76.38542,V,18.358,V,6,V
2025-02-25,11:00:00,no data,V,76.83445,V,18.358,V,4,V
2025-02-25,12:00:00,no data,V,81.1751,V,17.392,V,no data,V
2025-02-25,13:00:00,no data,V,80.42671,V,23.189,V,no data,V
2025-02-25,14:00:00,no data,V,82.72177,V,27.054,V,10,V
2025-02-25,15:00:00,no data,V,80.22714,V,13.527,V,6,V
2025-02-25,16:00:00,no data,V,78.33123,V,25.121,V,6,V
2025-02-25,17:00:00,no data,V,76.63488,V,21.256,V,10,V
2025-02-25,18:00:00,no data,V,72.79316,V,28.986,V,6,V
2025-02-25,19:00:00,no data,V,71.74542,V,21.256,V,5,V
2025-02-25,20:00:00,no data,V,73.1923,V,21.256,V,8,V
2025-02-25,21:00:00,no data,V,68.65208,V,21.256,V,7,V
2025-02-25,22:00:00,no data,V,60.36993,V,18.358,V,5,V
2025-02-25,23:00:00,no data,V,59.37208,V,17.392,V,7,V
2025-02-26,00:00:00,no data,V,67.05552,V,22.223,V,6,V
2025-02-26,01:00:00,no data,V,61.20147,V,18.358,V,3,V
2025-02-26,02:00:00,no data,V,69.00133,V,15.459,V,3,V
2025-02-26,03:00:00,no data,V,67.95359,V,12.561,V,4,V
2025-02-26,04:00:00,no data,V,69.40047,V,6.763,V,3,V
2025-02-26,05:00:00,no data,V,53.53465,V,12.561,V,0,V
2025-02-26,06:00:00,no data,V,40.16346,V,8.696,V,-1,V
2025-02-26,07:00:00,no data,V,68.95144,V,4.831,V,1,V
2025-02-26,08:00:00,no data,V,63.91229,V,4.831,V,0,V
2025-02-26,09:00:00,no data,V,63.61294,V,6.763,V,1,V
2025-02-26,10:00:00,no data,V,63.31358,V,12.561,V,3,V
2025-02-26,11:00:00,no data,V,64.26154,V,11.594,V,3,V
2025-02-26,12:00:00,no data,V,70.14886,V,12.561,V,6,V
2025-02-26,13:00:00,no data,V,78.13166,V,16.425,V,4,V
2025-02-26,14:00:00,no data,V,78.68047,V,11.594,V,2,V
2025-02-26,15:00:00,no data,V,80.67617,V,17.392,V,4,V
2025-02-26,16:00:00,no data,V,76.83445,V,20.29,V,3,V
2025-02-26,17:00:00,no data,V,72.94284,V,14.493,V,4,V
2025-02-26,18:00:00,no data,V,61.16821,V,12.561,V,5,V
2025-02-26,19:00:00,no data,V,65.60864,V,16.425,V,5,V
2025-02-26,20:00:00,no data,V,70.69767,V,16.425,V,6,V
2025-02-26,21:00:00,no data,V,75.28778,V,18.358,V,5,V
2025-02-26,22:00:00,no data,V,75.33768,V,14.493,V,3,V
2025-02-26,23:00:00,no data,V,73.94069,V,13.527,V,6,V
2025-02-27,00:00:00,no data,V,74.90527,V,23.189,V,6,V
2025-02-27,01:00:00,no data,V,71.44606,V,13.527,V,6,V
2025-02-27,02:00:00,no data,V,66.30713,V,6.763,V,5,V
2025-02-27,03:00:00,no data,V,64.11186,V,2.899,V,5,V
2025-02-27,04:00:00,no data,V,62.96434,V,14.493,V,11,V
2025-02-27,05:00:00,no data,V,66.90584,V,9.662,V,7,V
2025-02-27,06:00:00,no data,V,53.98369,V,11.594,V,7,V
2025-02-27,07:00:00,no data,V,47.64734,V,13.527,V,5,V
2025-02-27,08:00:00,no data,V,49.64304,V,14.493,V,5,V
2025-02-27,09:00:00,no data,V,59.17251,V,14.493,V,4,V
2025-02-27,10:00:00,no data,V,65.75832,V,10.628,V,3,V
2025-02-27,11:00:00,no data,V,76.5351,V,9.662,V,0,V
2025-02-27,12:00:00,no data,V,77.13381,V,8.696,V,2,V
2025-02-27,13:00:00,no data,V,77.08391,V,10.628,V,2,V
2025-02-27,14:00:00,no data,V,74.88864,V,13.527,V,1,V
2025-02-27,15:00:00,no data,V,73.74112,V,10.628,V,2,V
2025-02-27,16:00:00,no data,V,71.29638,V,11.594,V,2,V
2025-02-27,17:00:00,no data,V,56.87745,V,15.459,V,2,V
2025-02-27,18:00:00,no data,V,10.82667,V,28.02,V,8,V
2025-02-27,19:00:00,no data,V,16.76388,V,30.918,V,13,V
2025-02-27,20:00:00,no data,V,38.06798,V,20.29,V,10,V
2025-02-27,21:00:00,no data,V,10.677,V,25.121,V,10,V
2025-02-27,22:00:00,no data,V,23.00044,V,18.358,V,11,V
2025-02-27,23:00:00,no data,V,1.49678,V,40.58,V,19,V
2025-02-28,00:00:00,no data,V,1.46351,V,49.276,V,25,V
2025-02-28,01:00:00,no data,V,1.33047,V,30.918,V,21,V
2025-02-28,02:00:00,no data,V,1.24731,V,28.02,V,17,V
2025-02-28,03:00:00,no data,V,1.3471,V,28.986,V,18,V
2025-02-28,04:00:00,no data,V,0.99785,V,32.851,V,11,V
2025-02-28,05:00:00,no data,V,1.39699,V,40.58,V,32,V
2025-02-28,06:00:00,no data,V,0.6486,V,21.256,V,19,V
2025-02-28,07:00:00,no data,V,0.94796,V,31.885,V,19,V
2025-02-28,08:00:00,no data,V,2.54452,V,37.682,V,23,V
2025-02-28,09:00:00,no data,V,9.92861,V,37.682,V,22,V
2025-02-28,10:00:00,no data,V,38.51701,V,24.155,V,14,V
2025-02-28,11:00:00,no data,V,66.25724,V,23.189,V,7,V
2025-02-28,12:00:00,no data,V,75.53725,V,14.493,V,4,V
2025-02-28,13:00:00,no data,V,77.73252,V,13.527,V,7,V
2025-02-28,14:00:00,no data,V,76.43531,V,17.392,V,6,V
2025-02-28,15:00:00,no data,V,73.49165,V,15.459,V,3,V
2025-02-28,16:00:00,no data,V,76.68477,V,10.628,V,1,V
2025-02-28,17:00:00,no data,V,52.78627,V,20.29,V,7,V
2025-02-28,18:00:00,no data,V,4.39054,V,30.918,V,16,V
2025-02-28,19:00:00,no data,V,1.9957,V,37.682,V,18,V
2025-02-28,20:00:00,no data,V,5.93721,V,27.054,V,14,V
2025-02-28,21:00:00,no data,V,2.34495,V,36.716,V,23,V
2025-02-28,22:00:00,no data,V,2.74409,V,56.04,V,38,V
2025-02-28,23:00:00,no data,V,1.9957,V,56.04,V,38,V
2025-03-01,00:00:00,no data,V,1.39699,V,52.175,V,38,V
2025-03-01,01:00:00,no data,V,1.06437,V,35.749,V,30,V
2025-03-01,02:00:00,no data,V,0.74839,V,26.087,V,19,V
2025-03-01,03:00:00,no data,V,0.89807,V,33.817,V,18,V
2025-03-01,04:00:00,no data,V,0.94796,V,32.851,V,20,V
2025-03-01,05:00:00,no data,V,0.6486,V,25.121,V,20,V
2025-03-01,06:00:00,no data,V,0.34925,V,24.155,V,no data,V
2025-03-01,07:00:00,no data,V,1.69635,V,26.087,V,19,V
2025-03-01,08:00:00,no data,V,7.3342,V,26.087,V,14,V
2025-03-01,09:00:00,no data,V,17.86152,V,35.749,V,20,V
2025-03-01,10:00:00,no data,V,34.77507,V,31.885,V,16,V
2025-03-01,11:00:00,no data,V,55.08132,V,25.121,V,13,V
2025-03-01,12:00:00,no data,V,77.13381,V,17.392,V,7,V
2025-03-01,13:00:00,no data,V,86.11446,V,12.561,V,6,V
2025-03-01,14:00:00,no data,V,90.75446,V,15.459,V,8,V
2025-03-01,15:00:00,no data,V,90.65467,V,11.594,V,5,V
2025-03-01,16:00:00,no data,V,87.26198,V,13.527,V,2,V
2025-03-01,17:00:00,no data,V,73.29208,V,13.527,V,5,V
2025-03-01,18:00:00,no data,V,32.52991,V,26.087,V,12,V
2025-03-01,19:00:00,no data,V,3.94151,V,57.006,V,29,V
2025-03-01,20:00:00,no data,V,4.83957,V,65.702,V,43,V
2025-03-01,21:00:00,no data,V,4.14108,V,85.026,V,47,V
2025-03-01,22:00:00,no data,V,3.89162,V,85.026,V,57,V
2025-03-01,23:00:00,no data,V,2.74409,V,76.33,V,52,V
2025-03-02,00:00:00,no data,V,1.19742,V,61.837,V,46,V
2025-03-02,01:00:00,no data,V,1.86265,V,46.378,V,34,V
2025-03-02,02:00:00,no data,V,1.69635,V,52.175,V,38,V
2025-03-02,03:00:00,no data,V,1.04774,V,58.938,V,41,V
2025-03-02,04:00:00,no data,V,0.79828,V,31.885,V,16,V
2025-03-02,05:00:00,no data,V,0.79828,V,35.749,V,23,V
2025-03-02,06:00:00,no data,V,1.84602,V,29.952,V,21,V
2025-03-02,07:00:00,no data,V,4.34065,V,24.155,V,16,V
2025-03-02,08:00:00,no data,V,13.72044,V,29.952,V,23,V
2025-03-02,09:00:00,no data,V,24.44733,V,27.054,V,20,V
2025-03-02,10:00:00,no data,V,49.04433,V,29.952,V,13,V
2025-03-02,11:00:00,no data,V,80.02757,V,15.459,V,10,V
2025-03-02,12:00:00,no data,V,84.81725,V,18.358,V,8,V
2025-03-02,13:00:00,no data,V,88.90844,V,13.527,V,7,V
2025-03-02,14:00:00,no data,V,89.95618,V,13.527,V,5,V
2025-03-02,15:00:00,no data,V,89.90629,V,8.696,V,4,V
2025-03-02,16:00:00,no data,V,88.40951,V,9.662,V,3,V
